statement,category,behavior,everyday,figure_of_speech,judgment,opinion,reasoning,x_tsne,x_pca,y_tsne,y_pca
if max acts strange then max wants to feel unique,People and self,1,1,0,1,1,1,-39.61667,0.21578245011171635,-47.584316,-0.02218768997718971
if max acts strange then sam feels confused,Human activities,1,1,0,1,1,1,-36.86203,0.30817625734176585,-51.958885,-0.012394772121741332
if max acts strange then sam wants to know what's up with him,Philosophy and thinking,1,1,1,1,1,1,-36.985977,0.30495172292692274,-52.07892,0.024186184840018676
if max acts upon sam then sam feel threatened,People and self,1,1,0,1,1,1,-29.271416,0.2988831166818691,-60.72112,0.06306029642562953
if max acts weird then max feels justified,Human activities,1,1,0,1,1,1,-40.823418,0.24114253875777927,-47.98164,0.041755321138998186
if max adapts to max's environment then max intends to to be comfortable,Culture and the arts,0,1,0,1,0,1,-56.82091,0.19325624065659944,-55.11658,0.03303578501182851
if max adapts to sam's environment then max becomes more flexible,People and self,1,0,0,1,1,1,-56.787655,0.24627578879816053,-55.159775,0.03908507590849791
if max addresses sam audience then sam feels happy,People and self,1,1,0,1,1,1,-39.536884,0.3117967218007963,-63.815113,0.08899262007725756
if max addresses sam audience then sam hopes it's a good show,Human activities,1,1,0,1,1,1,-39.537754,0.2634308107613897,-63.888798,0.11579069864753032
if max adds butter then max intends to to make the cake taste better,Human activities,0,1,0,0,0,1,-56.742653,0.18735596185540582,-49.39158,0.025759769033751025
if max adds fuel to the fire then max wants to cook some food on the fire,Human activities,0,1,0,0,0,1,-54.310112,0.20553912391371718,-48.58402,0.040772220296887526
if max adds fuel to the fire then sam wants to be careful around max,General reference,1,0,1,1,1,1,-53.692123,0.266026416578553,-48.46402,0.04665642884104515
if max adds insult to injury then max intends to to be in power,People and self,1,0,0,1,1,1,-81.51406,0.21930765722669848,-26.606659,0.13490246021744778
if max adds insult to injury then sam feels sad,People and self,1,0,0,1,1,1,-28.397474,0.3100941724338529,-56.198387,0.03339121542507037
if max adds salt then max intends to to improve the taste,Culture and the arts,0,1,0,0,0,0,-56.71674,0.1865625593299545,-49.645046,0.02470751287607742
if max adds salt then sam wants to enjoy the food,Culture and the arts,1,1,0,1,1,1,-56.67198,0.2568488086411553,-49.967884,0.02428001874074535
if max adds to max's collection then max wants to increase his collection,People and self,1,1,1,1,0,1,-50.467056,0.2118393491170737,-52.04569,0.07376392040584988
if max adds to max's collection then sam organizes collection,Human activities,1,1,0,1,1,1,-50.11791,0.28949664771703226,-52.49733,0.05820095791719054
if max adds to max's collection then sam wants to admire their collection,People and self,1,1,0,1,1,1,-50.225014,0.26701771042402234,-52.321056,0.05623126817672859
if max adds to max's knowledge then max feels caring satisfied proud about contributing to sam intellectual growth progress,People and self,1,0,0,1,1,1,-40.882965,0.25492378277811295,-58.406155,0.05583769903594618
if max adds to max's knowledge then max intends to to always learn new things,Human activities,1,1,0,1,1,1,-62.31941,0.17330822042279564,-53.74167,0.03743500488200828
if max adds water then max feels satisfied,People and self,0,0,0,1,1,1,-53.35773,0.22302442694156482,-39.78234,-0.016159060986801005
if max adjusts sam's glasses then max intends to to see clearly,Human activities,0,1,0,0,0,0,-52.81048,0.25040339895215585,-56.86981,0.05347978443075252
if max adjusts sam's glasses then sam can now see,People and self,1,1,0,0,0,1,-52.728153,0.22749133215903397,-56.8765,0.03719068720368078
if max adjusts sam's glasses then sam wants to drive to the the interview,Human activities,1,1,0,1,1,1,-52.66558,0.2633508987444564,-57.342155,0.06715882187486716
if max admires sam's work then max intends to to praise sam,People and self,1,1,0,1,1,1,-37.332508,0.300645020607516,-60.63878,0.08944305026777588
if max admires sam's work then sam blushes,People and self,0,1,0,0,0,0,-36.547527,0.31617822435520165,-60.72837,0.03846540012445168
if max admires sam's work then sam feels good,People and self,1,1,0,1,1,1,-37.073555,0.310890411752897,-61.16455,0.06311044429159131
if max admires sam's work then sam gains a follower,People and self,1,0,0,1,0,1,-37.16987,0.28760238327458904,-61.498177,0.07443284688585446
if max admires sam's work then sam wants to show max other works from sam,Human activities,1,1,0,1,1,1,-37.573006,0.2819812744697966,-60.278652,0.06796938760692361
if max admits sam was wrong then max intends to to inform sam,People and self,1,1,0,1,1,1,-21.853523,0.3056017984612935,-58.100365,0.08677417164135476
if max admits sam was wrong then max needs witness,People and self,1,1,0,1,1,1,-21.776842,0.26254237440320816,-58.074295,0.10034466101769342
if max admits sam was wrong then sam feels ashamed,Culture and the arts,1,0,0,0,1,1,-23.258373,0.29735641518150346,-58.60108,0.03316580199350449
if max adopts a baby then max feels caring,People and self,1,1,0,1,1,1,-17.186298,0.21595998968614258,-75.6222,0.055036397531220985
if max adopts a baby then max feels loving,People and self,1,1,0,1,1,1,-17.20069,0.22481288325041085,-75.55866,0.04476697792893834
if max adopts a baby then max intends to to become a parent,Society and social sciences,1,1,0,1,1,1,-16.421385,0.22464105563622208,-75.98733,0.06587866434764235
if max adopts a cat then max feels excited,Philosophy and thinking,1,1,0,1,1,0,-15.952384,0.23658480328684794,-78.86154,0.040330130917701636
if max adopts a cat then max intends to to have companionship,People and self,1,1,0,1,1,1,-16.50218,0.21950665596480962,-78.409546,0.061802489214397884
if max adopts a child then max intends to to feel love,Human activities,1,1,0,1,1,1,-17.006067,0.2190525973813041,-75.61478,0.0655954608683825
if max adopts a child then max intends to to have a child,Society and social sciences,1,1,0,1,1,1,-16.379578,0.21864787793071563,-76.03104,0.07808394315942921
if max adopts a child then sam feels wanted,People and self,1,1,0,1,1,1,-18.236826,0.2954961036924215,-75.06081,0.09803810668284571
if max adopts a kitten then max intends to a companion,General reference,1,1,0,1,1,1,-16.603355,0.22478872283679865,-78.46187,0.055794996646155295
if max adopts a kitten then sam wants thank max for adopting their kitten,People and self,1,1,0,0,1,0,-16.629494,0.2670696429459984,-80.31034,0.09250633720461093
if max adopts a new cat then max intends to to have a pet,People and self,1,1,0,1,0,1,-16.470915,0.21950463091849862,-78.80028,0.05515295892568266
if max adopts a new cat then sam wants to welcome the cat,Culture and the arts,0,0,0,1,1,0,-16.594994,0.27468798369050557,-79.86758,0.09007976563490706
if max adopts a pet then max intends to to have a companion,People and self,1,1,1,1,1,1,-16.961708,0.22418562158605984,-78.2827,0.06091016802813826
if max adopts one then max intends to to care for something,People and self,1,1,0,1,0,1,-16.647974,0.1867938895593308,-77.052704,0.09919344997670455
if max adopts sam approach then max intends to compromise,Human activities,1,1,0,1,1,0,-47.767403,0.26708403821328786,-69.81226,0.15897211388298252
if max adopts sam approach then sam wants make sure he does it right,Human activities,1,1,0,1,1,1,-47.59069,0.28041830087178893,-69.268456,0.1108342173947152
if max adopts sam policy then max intends to to be successful,Culture and the arts,1,1,0,0,0,1,-47.605766,0.27226075685456747,-69.38871,0.1964295142118684
if max adopts the cat then max intends to to affectionate,Human activities,1,1,0,1,1,1,-16.024502,0.24694056353539856,-78.218636,0.04972556430022972
if max adopts the puppy then sam wants to play with the puppy,Human activities,1,1,0,1,1,1,-18.377453,0.28895041125215715,-79.076706,0.07050226361819929
if max advances max's interests then max feels satisfied,People and self,1,1,0,1,1,1,-54.49727,0.2529415717181895,-40.5034,0.07953689965349946
if max advances max's interests then max pursues another interest,People and self,1,1,0,1,1,1,-54.54189,0.21143318779917775,-41.270668,0.0696728107612308
if max advances toward sam then max feels happy to see a friend,Society and social sciences,1,1,0,1,1,1,-29.139908,0.3057376110396752,-66.09621,0.054908198603977894
if max advances toward sam then sam feels happy,Society and social sciences,1,1,0,1,1,1,-29.586731,0.32190109916523846,-65.6441,0.061621257522708146
if max advances toward sam then sam gets scared,Human activities,1,1,0,1,1,1,-29.422953,0.29382553778951853,-61.871937,0.011928281938505094
if max advances toward sam then sam runs away,People and self,1,1,0,1,1,1,-29.26642,0.27074077515709566,-62.543728,0.010080520002664486
if max advances towards sam then max feels affectionable,People and self,1,1,0,1,1,0,-28.828064,0.3179008096033876,-65.262054,0.022781740444928148
if max advances towards sam then max intends to to get closer,Human activities,0,1,0,0,0,0,-28.03513,0.29742811919821327,-64.16129,0.04937560447580339
if max advances towards sam then sam feels good,Human activities,1,1,0,1,1,1,-29.71645,0.31545073630819714,-65.60509,0.05712554867998256
if max advances towards sam then sam feels happy,People and self,1,0,0,0,1,0,-29.578817,0.3244010064875599,-65.62205,0.05926479217296
if max advances towards sam then sam is yelled at,Society and social sciences,1,1,0,1,1,1,-28.99805,0.27698558949566343,-62.273647,0.02671919720887166
if max advances towards sam then sam wants to embrace max,People and self,1,1,0,1,1,1,-28.081764,0.2946461727285772,-64.51125,0.10433412012589809
if max advances towards sam then sam wants to talk to max,Human activities,1,1,0,1,1,1,-27.920057,0.30873280453594226,-63.883327,0.07900236396356738
if max advances upon sam then sam feels obtainment,Society and social sciences,1,1,0,1,1,1,-29.007864,0.2938051820717474,-61.289738,0.06043333660912965
if max advances upon sam then sam wants too defend themselves,People and self,1,0,0,1,1,1,-27.930101,0.25846776144405104,-62.107704,0.112110470598889
if max advertises max's business then max feels good for trying,People and self,1,1,0,1,1,1,-54.564735,0.22010143635606932,-36.005394,0.06403642069811942
if max advertises sam's business then max needs to be an advertising agent,Human activities,1,1,0,1,1,1,-50.113113,0.21192236473115142,-65.97991,0.10669713291069506
if max advertises sam's business then sam gets more customers,Human activities,1,1,0,1,1,1,-49.311916,0.2336008174430029,-65.5668,0.06941132812846841
if max advertises sam's business then sam gets more sales,Human activities,1,1,0,1,1,0,-49.3277,0.23875258910481478,-65.57458,0.06382577424555587
if max advertises sam's business then sam wants to attract more customers,Human activities,1,1,0,1,1,1,-49.385998,0.22891720138318106,-65.60233,0.09574086004260227
if max advises sam to go then max intends to to avoid a fight,Philosophy and thinking,1,1,0,1,1,0,-34.480164,0.2724726695228059,-70.17291,0.04704710777743531
if max advises sam to go then max intends to to encourage sam to do well,Human activities,1,1,0,1,1,1,-36.06777,0.28752278734512127,-70.11316,0.1121975363852495
if max advises sam to go then sam feels grateful,People and self,1,1,0,1,1,1,-36.450115,0.3108835629058414,-70.637146,0.08993767481579854
if max advises sam to go then sam feels positive,Human activities,1,1,0,1,1,1,-36.22253,0.2966886993927113,-70.48687,0.07379563515393278
if max advises sam to go then sam wants stays home from event,People and self,1,1,0,1,1,1,-34.53331,0.27044790603061236,-70.229774,0.04550570357480121
if max advises sam to go then sam wants to ask more questions,Human activities,1,1,0,1,1,1,-39.712414,0.27141072153481466,-54.043007,0.07549880764239189
if max advises sam to take then sam feels betrayed,People and self,1,1,0,1,1,1,-26.67872,0.3103149478617239,-57.218155,0.04694918748296157
if max affects sam deeply then sam asks max to be in a relationship,People and self,1,1,0,1,1,1,-35.60517,0.31359318711753903,-84.622696,0.0580668152433251
if max affects sam's health then sam wants to stay away from max,Human activities,1,1,0,1,0,1,-53.10892,0.23837569123250985,-48.330013,0.028471158462997158
if max affects sam's interests then sam wants to help others too,Culture and the arts,1,1,0,1,1,1,-40.525467,0.2651969462743818,-69.139984,0.13561175218009716
if max affords braces then max intends to to fix uneven teeth,People and self,1,1,0,1,1,1,-53.550648,0.17817565575430505,-56.100666,0.07085654099838314
if max affords sam opportunity then sam are demoted to a lower rank,Human activities,1,1,0,1,0,0,-45.673603,0.24844917531446034,-66.35867,0.0684905706893576
if max affords sam opportunity then sam feels friendly,Society and social sciences,1,1,0,1,1,1,-43.78489,0.32554357983843474,-69.02238,0.08265949238980003
if max affords sam opportunity then sam feels grateful,People and self,0,1,0,1,1,0,-43.652946,0.3182170863843276,-66.97918,0.12322314173640952
if max affords sam opportunity then sam feels thankful,Human activities,1,1,0,1,1,1,-43.606026,0.31618941663852135,-66.93008,0.13020173220041442
if max affords sam opportunity then sam gains opportunity,People and self,1,0,0,1,1,1,-44.842728,0.27389748854195706,-66.72061,0.13185776504763552
if max affords sam pleasure then sam feels loved,General reference,1,0,0,1,1,0,-30.57558,0.30440619375426303,-68.28448,0.04980106505256634
if max affords sam protection then max intends to to help sam,People and self,1,1,0,1,1,1,-40.99515,0.30096557216549,-70.42116,0.15937722407603114
if max affords sam protection then sam wants help,Human activities,1,1,0,1,1,1,-41.047874,0.2869815219412723,-70.49392,0.1608074961853107
if max affords sam the opportunity then sam becomes grateful to max,Human activities,1,1,0,1,1,1,-43.636185,0.32990652527154135,-66.96621,0.11153624192218355
if max affords sam the opportunity then sam gets promoted,Human activities,1,1,0,1,1,1,-45.32014,0.31637501776031307,-66.50519,0.12766590082676724
if max agrees and went then sam feels excited,People and self,1,1,0,1,1,1,-36.82845,0.3556538940958547,-74.98558,0.10261735279649202
if max agrees on anything then max intends to to take risks,People and self,1,1,0,1,1,1,-75.2588,0.23755194874614688,-51.163227,0.08480813031130309
if max agrees to a date then sam butterflies in their stomach,People and self,1,1,1,1,1,1,-36.60589,0.3089346039674549,-76.57418,0.028632596699183156
if max agrees to a date then sam wants to get ready for the date,People and self,0,1,0,1,1,1,-36.2259,0.2905267902933436,-78.112976,0.04748937812685917
if max agrees to disagree then max gets a chance to prove himself,Philosophy and thinking,1,1,0,1,1,1,-69.2985,0.24338034480724935,-53.921413,0.10516808701525351
if max agrees to go with sam then sam feels supportive,People and self,1,1,0,1,1,1,-39.49415,0.3094474706170774,-73.14287,0.15384799666794963
if max agrees to go with sam then sam wants to spend time with x,Society and social sciences,1,1,0,1,1,1,-37.66662,0.3313871929116066,-80.22862,0.09564934832006165
if max agrees to take sam then sam gets helped by someone,People and self,1,1,0,1,0,1,-40.29271,0.3323855656408923,-72.400696,0.12686290039105294
if max agrees to the challenge then sam feels anxious too,People and self,1,1,0,1,1,1,-72.11971,0.32116435663415627,-50.145527,0.06863403741753787
if max agrees to the date then sam feels excited,People and self,1,0,0,1,1,1,-36.669193,0.3396976312194533,-76.349785,0.07764255093900738
if max agrees to try it then sam cook up a different dish,General reference,0,1,0,1,0,0,-56.770435,0.29811593508420947,-51.045876,0.0574796912544785
if max agrees upon by the parties then sam feels happy,Natural and physical sciences,1,1,0,1,1,0,-41.573456,0.3197958385794368,-73.92515,0.1377781190683852
if max airs max's dirty laundry in public then max needs to need to say it,Society and social sciences,1,1,0,1,1,1,-54.848198,0.1535473667787671,-61.44025,0.10887661536742821
if max allays sam's fears then sam feels better,Culture and the arts,1,1,0,1,1,1,-31.406515,0.29116865506995226,-71.84023,0.04442726069162606
if max allays sam's fears then sam feels calmer,Society and social sciences,1,1,0,1,1,0,-31.367836,0.2801532152625911,-71.747826,0.03624343969193905
if max allays sam's fears then sam feels safe,People and self,1,1,0,1,1,1,-31.358633,0.28071174461242554,-71.69611,0.051758613484186
if max allays sam's fears then sam stops worrying,Society and social sciences,1,1,0,1,1,1,-31.240892,0.26511023398094585,-71.58253,0.008582233992428506
if max allows sam access then max intends to to let someone in somewhere,General reference,1,1,0,1,1,1,-46.110184,0.28669645071584393,-72.78453,0.09702157330743237
if max allows sam access then max needs to determine sam's trustworthiness,People and self,1,1,0,1,1,1,-46.624725,0.26550708917522253,-72.93397,0.12113866399126315
if max allows sam access then sam feels happy,Society and social sciences,1,1,0,1,1,1,-44.8774,0.3332954932702392,-73.20394,0.08766034067657105
if max allows sam time then sam turns in their assignment,Human activities,1,1,0,1,1,1,-46.18546,0.3097349258735435,-63.991657,0.06886743118940337
if max allows sam to keep the dog then max feels warm and fuzzy,Human activities,1,1,0,1,1,1,-24.73003,0.27598584353777705,-81.79214,0.07316651965641773
if max allows sam to keep the dog then sam feels ecstatic,Human activities,1,1,0,1,1,1,-24.776299,0.30007587963352333,-81.82579,0.09163883547350617
if max allows sam to keep the dog then sam feels jubilant,People and self,1,1,0,1,1,1,-24.783175,0.29125088779017755,-81.82953,0.09364059412678986
if max allows sam to keep the dog then sam feels thankful,People and self,1,1,0,1,1,1,-24.804312,0.283715819014432,-81.84584,0.10302057887788714
if max almost hit sam then sam feels scared,Human activities,1,1,0,1,1,1,-30.17585,0.2957031195113903,-61.373135,-0.014996889844235051
if max also asked sam then max intends to to know why something happened,People and self,1,1,0,1,1,1,-37.787453,0.28115957074501685,-53.267082,0.050770745430705255
if max also decided then sam feels like someone agrees with them,People and self,0,0,0,1,0,1,-39.072727,0.3082501126196161,-73.627625,0.1288746937502225
if max also practiced then sam did a good job too,Natural and physical sciences,0,0,0,0,0,1,-42.01425,0.26137345008110047,-64.031296,0.1100735053344701
if max also set then sam wants to see how max did,Culture and the arts,1,1,0,1,1,1,-47.98731,0.3212440743352015,-58.20941,0.0654789488544396
if max also took sam then sam feels excited,Human activities,1,1,0,1,1,0,-36.697464,0.3471083290960807,-74.47653,0.06197390386137568
if max alters max's course then max intends to cause something good to happen,People and self,1,1,0,0,1,1,-63.777733,0.20645929651383538,-43.9971,0.09866405462765403
if max alters max's course then max needs to decide it needs to be changed,People and self,0,1,0,0,0,1,-63.841137,0.1583042091433693,-43.93302,0.0918188216906635
if max always beats then sam wants to stop losing,People and self,1,1,0,1,1,1,-77.52372,0.23728071379504778,-30.776327,0.07196864260444867
if max always bragged then sam avoids them,People and self,1,1,0,1,1,1,-30.757938,0.2543574813536254,-54.45191,-0.024225606248619153
if max always forgot then sam feels annoyed,General reference,1,1,0,1,1,1,-30.611294,0.27094685505842525,-55.977562,-0.03464165374064449
if max always listened then sam feels loved,People and self,1,1,0,1,1,1,-30.641338,0.26339402023903224,-68.542885,0.05958236008414109
if max always refused then sam should be politely,People and self,1,0,0,1,1,1,-49.09933,0.2602700044892989,-84.50271,0.05456125169267985
if max always stayed then sam wished he wouldn't always hang around,Human activities,1,1,0,1,1,1,-30.81784,0.23459595989686752,-54.3385,0.014666750037652337
if max always wanted a puppy then max intends to to have someone to play with,People and self,1,1,0,1,1,0,-18.142473,0.20703782509122173,-78.80476,0.03388461932712132
if max amends sam act then sam feels glad for having been helped,Human activities,1,1,0,1,1,1,-42.797478,0.3094646189940755,-65.33923,0.10376772396325772
if max announces max's intention then max feels close to others,General reference,1,0,0,1,1,1,-34.953457,0.2334360768691868,-74.41913,0.08688223779835301
if max announces max's intention then sam feels connected,Society and social sciences,1,1,0,1,1,0,-35.1537,0.31071898552646365,-74.57981,0.11261358264714451
if max announces sam's decision then sam is engaged in conversation,People and self,1,0,0,1,0,1,-33.999718,0.3123753480270439,-75.61879,0.08228565146973554
if max announces sam's intention then sam blushes,Human activities,1,1,0,1,0,1,-35.096657,0.34932585011833134,-60.053455,0.06995866225161768
if max announces the winners then max needs to get in front of an audience,Human activities,1,1,0,1,0,1,-52.55833,0.1655681627992669,-61.07214,0.14081484827647495
if max announces the winners then sam gets awards,Human activities,1,1,0,1,1,1,-52.2372,0.29903951402940815,-61.054836,0.09597085682471108
if max anoints sam with oil then sam feels part of the community,Culture and the arts,1,0,0,1,1,1,-39.755657,0.2213052541623359,-76.05168,0.06856648652978328
if max answers sam questions then sam get's to share what they know,Society and social sciences,1,1,0,1,0,0,-42.99231,0.2890886395315266,-58.421093,0.05926245298031463
if max answers sam's letter then sam has to open the correspondence,Human activities,1,1,0,1,0,0,-63.517567,0.2686591078553303,-70.64852,0.07272409219555064
if max answers sam's phone then sam laughs at max because he or she notices that there is something funny going on on the other end of the line,Society and social sciences,1,1,0,1,1,1,-36.71256,0.2813406638044006,-49.85959,-0.028047444155324137
if max answers the door then sam wants to come into thier neighbors house,People and self,0,0,0,1,1,0,-36.208595,0.2791768541510644,-81.702774,0.0543723998037287
if max apologizes profusely then sam wants x to think about what they did,People and self,0,0,0,1,1,1,-57.179626,0.2499013582392686,-83.73004,0.09043300216279579
if max applies for a job then max needs to find a job vacancy in newspaper,General reference,1,1,0,1,0,0,-58.670837,0.14436106635594032,-61.582493,0.07195412398976236
if max applies for a new job then max needs submit a resume or application,Human activities,1,1,0,1,0,0,-58.6741,0.17379290468698788,-61.581028,0.08699832555236871
if max applies for many jobs then sam feels obligated to respond,Human activities,1,1,0,1,1,1,-53.026924,0.26343119091766143,-66.56116,0.11670501444069363
if max applies to colleges then sam they make sure they learn,Mathematics and logic,1,1,0,1,1,1,-61.651196,0.1209086378187398,-25.566128,0.0797347683509035
if max appreciates sam's effort then sam receives recognition,Society and social sciences,1,1,0,1,0,1,-44.571835,0.29030847833580736,-62.325737,0.09845297978858397
if max approaches max's crush then max feels incredibly anxious,Human activities,1,1,0,1,1,0,-44.27103,0.24941931098394118,-44.420315,-0.04770419237985831
if max argues a lot then max intends to his opinion to be recognized as valid,Human activities,1,1,0,1,1,1,-68.48111,0.18114739263318064,-54.529613,0.1192530874359521
if max argues a lot then sam gets stressed,Culture and the arts,1,0,0,1,0,1,-29.675243,0.28231868143895983,-57.467636,0.004070313588164059
if max arranges sam in order then sam they know what they are doing,People and self,1,1,0,1,1,1,-38.078384,0.27739069643697606,-67.70553,0.06561971982223606
if max arranges sam interview then max needs to contact the person to do an interview with and make arrangements for them to attend,Human activities,1,1,0,1,0,0,-52.603497,0.2494770222215064,-68.70955,0.0858956313978856
if max arranges sam interview then sam starts job,Human activities,1,1,0,1,1,1,-52.742294,0.3088380095107867,-67.865456,0.07457320406587552
if max asks a friend to teach sam then sam feels thankful,Human activities,1,1,0,1,1,1,-37.62201,0.28803413247090465,-71.420296,0.0508545975448714
if max asks anyone then sam makes a friend,People and self,1,1,0,1,1,1,-38.33109,0.3234913374923726,-78.10269,0.04358438171804185
if max asks if sam was okay then max feels relieved sam is okay,People and self,0,0,0,1,1,1,-31.879131,0.29117090892478564,-72.8725,0.03376948718443127
if max asks max's friends for help then max feels taken care of,Culture and the arts,1,0,0,1,1,1,-38.260635,0.2406460175834549,-71.99997,0.052856142780263154
if max asks max's sister then sam feels happy to be asked,People and self,1,1,0,1,1,1,-41.875717,0.3240160703240161,-75.97353,0.050369716476539025
if max asks sam advice then max feels like they have more ideas,Philosophy and thinking,1,1,0,1,1,1,-40.397682,0.2735378445115137,-53.979797,0.05847246977641029
if max asks sam to be max's wife then max feels extremely happy,People and self,1,1,0,1,1,1,-28.096298,0.3341353531314615,-49.294952,0.054106428428552115
if max asks sam to stop then sam feels ashamed for what they did,Society and social sciences,1,1,0,1,1,1,-23.319803,0.25363924585494313,-58.735195,0.01502491569945479
if max asks sam's dad then sam feels satisfied for having helped,Society and social sciences,1,0,1,0,1,1,-43.88768,0.3158160792511831,-71.27437,0.08540836084834912
if max asks to talk then sam feels heated from the confrontation,People and self,1,1,0,1,1,1,-28.546366,0.30404760120652136,-58.642693,0.04852862166437041
if max attracts sam's attention then sam feels curious about max,Human activities,1,1,0,1,1,1,-34.03242,0.3178396739276343,-64.01597,0.0041322024853411524
if max begs sam's forgiveness then sam feels pitiful towards max,Society and social sciences,1,1,0,1,1,1,-24.484005,0.29541129276536426,-58.43136,0.03436242650416145
if max boldly goes where no man has gone before then max intends to to achieve something new and wants to go beyond anyone has ever gone,People and self,1,1,0,1,1,1,-60.679043,0.16400180403853543,-42.69279,0.04006719754018183
if max breaks wind then max wants attempt to minimize the odors that accompany flatulence fanning spraying air freshener opening windows,People and self,0,1,0,1,0,0,-41.02329,0.11668631671921437,-26.733591,-0.04153194228340774
if max buys a new keyboard then sam wants to see if max wants to sign up for their mailing list even though they know max really does not want to,Mathematics and logic,1,1,0,1,0,1,-42.409813,0.21973083159630455,-83.16597,0.03640069439325493
if max buys a new wallet then max intends to to have an object to store his cash credit and debit cards ids and other miscellaneous items,People and self,1,1,0,1,1,1,-67.04092,0.1073128468550301,-37.708984,0.029281201520823575
if max calls the authorities then max feels like there is a problem that needs to be taken care of that has legal ramifications,General reference,1,1,0,1,1,1,-42.954838,0.2005006413243498,-42.750507,0.09573639856200865
if max can tell sam that sam is being solipsist and insolent then max is authoritative,Society and social sciences,1,0,0,1,1,1,-35.355118,0.2668667285383932,-66.4699,0.04970888908173675
if max carries out max's plans then max feels satisfied proud about acquired success social leverage believing in own abilities to achieve own set goals,People and self,1,1,0,1,0,1,-56.740345,0.2249774317372081,-35.606068,0.05750459439655904
if max carries out max's plans then max intends to satisfied proud about acquired success social leverage believing in own abilities to achieve own set goals,Human activities,1,1,0,1,1,1,-57.007076,0.21257256838975205,-35.4215,0.0900851604042839
if max drops my phone then max feels happy about themselves because they wanted to hurt other person's feeling by dropping their phone,Human activities,0,1,0,1,1,1,-32.70354,0.20962101321888274,-31.68325,-0.016528350060070886
if max enhances sam's understanding then max needs to be able to translate knowledge into something sam can understand and relate too,Human activities,1,1,0,1,1,1,-41.170326,0.19927993541899477,-57.586384,0.06769390099289008
if max examines sam closely then max may call a different medical expert to tend to sam if possible accident injuries are out of max's scope of ability,Human activities,1,1,0,1,1,1,-38.695354,0.24890887418754024,-41.461754,0.02891645317098702
if max falls to sam's knees then sam feels as if person is being forced into a situation that person does not want to stay in,People and self,0,0,0,1,1,1,-28.333279,0.27945504315335745,-60.681858,0.03855386448767447
if max floors it then max needs to be in an area where accelerating quickly won't cause him to run into the person in front of him,Human activities,1,1,0,1,1,1,-39.911663,0.13809329816276486,-30.189308,0.004492339905192938
if max gets sam's things together then max wants to not have anything in their space that belonged to sam to bring up memories and emotions,Human activities,1,1,0,1,1,1,-49.66741,0.2573760617381503,-53.22651,0.0191893887604861
if max goes to the hardware store then max needs make sure they have enough money to purchase what they need from the hardware store,People and self,1,1,0,1,1,0,-66.76251,0.13674853747703872,-37.766823,0.04522282879169231
if max grows into such a gentleman sam wondered why sam was single then max is well mannered,People and self,1,1,0,1,1,1,-29.730347,0.26910988389841106,-78.61677,0.046738364541492224
if max has grown into such a gentleman sam wondered why sam was single then max is loner,People and self,1,1,1,1,1,0,-29.720646,0.2478287095357035,-78.60706,-0.0003958076166939522
if max hops in max's car then max groans in frustration after examining her pants and seeing that the contents of the bag have spilled onto her pants,People and self,1,1,1,1,1,1,-32.300144,0.17824347562940965,-33.43263,-0.0623855567806704
if max illustrates max's point then max wants to show his wife and kids how much fun they could have at disney world by showing them a video,Human activities,1,1,0,1,1,1,-49.328312,0.16566356976958463,-44.288708,0.036853222684080825
if max inspires sam with confidence then max is max inspires the children with confidence,Human activities,0,1,0,1,0,1,-36.91407,0.2287697142895145,-63.833355,0.07995607668822723
if max is at the grocery store with sam's mom then max intends to to assist the mother with her grocery shopping to look like a good friend,Society and social sciences,1,1,0,1,1,1,-25.024254,0.2379264425092019,-68.98142,0.050501364405912456
if max is having trouble sleeping at night then max is subjecting their body to hazardous medications in an attempt to sleep potentially adding further injury to his physical wellbeing,General reference,1,1,0,1,1,0,-51.482014,0.0968830957847452,-47.673626,-0.030250916787776017
if max is having trouble sleeping at night then sam max's employer may have to hire a temp worker to fill their spot if max's is unable to come into work,People and self,0,1,0,1,0,0,-53.821613,0.21501448939100842,-67.47496,0.040683441162064
if max leaves the apartment then sam a would be thief who is casing the apartment complex sees max's leaving as an opportunity to rob their apartment,People and self,1,1,0,1,1,1,-35.63556,0.24613449621993197,-81.73591,0.0054282229201444675
if max makes healthy choices then max needs be educated in this area so they can know what foods and exercises are good for them,People and self,1,1,0,1,1,1,-61.96594,0.09637171370567851,-51.03033,0.06756129655252954
if max orders food then sam feels people who max ordered food from would feel grateful for an order being placed with their establishment,People and self,1,0,0,1,1,1,-63.47903,0.16439053472434273,-65.660774,0.04998316543523252
if max paints my nails then max needs to locate a suitable area for nail painting preferably with a flat surface and good lighting,People and self,1,1,0,1,1,1,-42.007534,0.124894154376352,-28.166864,0.0023110141538502985
if max pisses in sam's cornflakes then max feels nervous don't know if it was right but pleased inside that sam's cornflakes are ruined,People and self,1,1,0,1,1,1,-32.10125,0.23099969336754284,-60.938786,-0.04918462235813202
if max plays basketball with sam's friends then sam feels positive they got to play a game they like and got exercise alsol,Health and fitness,1,1,0,0,1,0,-27.394487,0.22624654230110103,-72.939865,0.020414238259878866
if max reads the bible then max by reading revelations they are able to secure a spot in heaven when they die thus physically when they die they will go to heaven,Religion and belief systems,1,0,0,1,1,0,-59.57763,0.16623167728767704,-27.654907,0.011802783577139726
