statement,elicitation,committer
"Para continuar melhorando a qualidade de vida da humanidade, precisamos avançar em nossos campos de tecnologia e ciência.",Amazon Translate,Amir
"No campo da observação científica, o acaso favorece a mente preparada.",Amazon Translate,Amir
"Neste mundo, sempre há perigo para quem tem medo dele.",Amazon Translate,Amir
"No inverno, nevará no Alasca.",Amazon Translate,Amir
"Na juventude, nos deparamos com dificuldades. Na velhice, as dificuldades se deparam com nós.",Amazon Translate,Amir
Incidentes de uso excessivo de força por parte da polícia devem ser relatados.,Amazon Translate,Amir
Aumentar o acesso à educação e à saúde é fundamental.,Amazon Translate,Amir
As empresas estabelecidas não querem a concorrência de pessoas de fora que possam cobrar menos pelos mesmos serviços.,Amazon Translate,Amir
Os indivíduos não devem conseguir obter uma arma de fogo sem uma verificação de antecedentes.,Amazon Translate,Amir
Não se deve permitir que indivíduos se façam passar por serviços de busca de emprego.,Amazon Translate,Amir
As pessoas devem prestar atenção às classificações etárias nos jogos.,Amazon Translate,Amir
Os indivíduos devem apoiar uma sociedade livre e aberta que permita o crescimento dentro de uma economia de mercado livre.,Amazon Translate,Amir
As pessoas não devem se envolver em nada ao discutir vacinas.,Amazon Translate,Amir
Pessoas com consciência vão à igreja.,Amazon Translate,Amir
Os bebês são pequenos.,Amazon Translate,Amir
Inferioridade é o que você gosta em seus melhores amigos.,Amazon Translate,Amir
O infinito não é um número.,Amazon Translate,Amir
A infraestrutura deve ser desenvolvida para sequestrar CO2 com segurança.,Amazon Translate,Amir
A ingestão de alvejante não protege contra a COVID-19.,Amazon Translate,Amir
"Em vez de se perguntar quando serão suas próximas férias, talvez você deva criar uma vida da qual não precise escapar.",Amazon Translate,Amir
A interpretação é necessária quando parece haver um conflito entre as declarações das escrituras e os princípios da razão natural.,Amazon Translate,Amir
"Investir em campos, fazendas e florestas locais não só ajuda a reduzir a poluição, mas também ajuda a preservar o habitat das aves.",Amazon Translate,Amir
Investir em infraestrutura rural melhorará a qualidade de vida e o acesso aos serviços na América rural.,Amazon Translate,Amir
"O ferro enferruja com o desuso, a água estagnada perde sua pureza e, no frio, fica congelada; a inação enfraquece o vigor da mente da mesma maneira.",Amazon Translate,Amir
Sempre parece impossível até que seja feito.,Amazon Translate,Amir
"Não faz sentido que nosso protetor solar e nossa geleia sejam confiscados no aeroporto, mas podemos recomprá-los imediatamente.",Amazon Translate,Amir
"É um erro capital teorizar antes de ter dados. Insensivelmente, começa-se a distorcer os fatos para adequá-los às teorias, em vez de as teorias se adequarem aos fatos.",Amazon Translate,Amir
"É um pensamento curioso, mas só quando você vê pessoas parecendo ridículas é que você percebe o quanto as ama.",Amazon Translate,Amir
"É uma boa ideia ir para a pista mais distante para evitar um veículo de emergência, equipamento de reboque ou manutenção, um caminhão de lixo ou um caminhão de reciclagem.",Amazon Translate,Amir
É uma marca de um homem inexperiente não acreditar na sorte.,Amazon Translate,Amir
"É sempre a melhor política falar a verdade, a menos, é claro, que você seja um mentiroso excepcionalmente bom.",Amazon Translate,Amir
O maior esforço é sempre necessário no início.,Amazon Translate,Amir
"Ao viajar entre povos indígenas, é melhor evitar passar a noite com caçadores de talentos.",Amazon Translate,Amir
É melhor merecer honra e não tê-la do que tê-la e não merecê-la.,Amazon Translate,Amir
Tenha menos trovões na boca e mais raios na mão.,Amazon Translate,Amir
"É melhor manter a distância, pois não há companhia com um tolo.",Amazon Translate,Amir
É melhor ficar solteiro do que se casar mal.,Amazon Translate,Amir
É mais frio no topo de uma montanha do que no vale abaixo dessa montanha.,Amazon Translate,Amir
A sombra é mais fria que o sol.,Amazon Translate,Amir
É mais fácil pegar um cavalo fugitivo do que recuperar uma palavra falada.,Amazon Translate,Amir
Empurrar uma coisa ladeira abaixo é mais fácil do que empurrá-la para cima.,Amazon Translate,Amir
Explorar novos lugares é divertido.,Amazon Translate,Amir
Ser uma boa pessoa é uma virtude.,Amazon Translate,Amir
A bondade é uma virtude.,Amazon Translate,Amir
"Antes de agir, é bom pensar bem nas coisas.",Amazon Translate,Amir
"É difícil falhar, mas é pior nunca ter tentado ter sucesso.",Amazon Translate,Amir
Comer bem e se exercitar são importantes para a saúde.,Amazon Translate,Amir
É importante se proteger e se manter saudável.,Amazon Translate,Amir
"Antes de se candidatar a vagas, é importante verificar os detalhes da empresa on-line.",Amazon Translate,Amir
"Provar a existência de Deus é impossível, a menos que Deus queira que isso seja provado.",Amazon Translate,Amir
"É impossível viajar mais rápido do que a velocidade da luz e certamente não é desejável, pois o chapéu continua explodindo.",Amazon Translate,Amir
É inconcebível quanta inteligência é necessária para evitar ser ridículo.,Amazon Translate,Amir
É irresponsável que John faça o dever de casa de Mary.,Amazon Translate,Amir
É muito imprudente que pessoas apaixonadas se casem.,Amazon Translate,Amir
Nunca é tarde demais para ser o que você poderia ter sido.,Amazon Translate,Amir
Não é só quando políticos tomam partido em casos criminais para obter ganhos políticos.,Amazon Translate,Amir
Não é necessário entender as coisas para discutir sobre elas.,Amazon Translate,Amir
"Não é tanto a ajuda de nossos amigos que nos ajuda, mas a confiança na ajuda deles.",Amazon Translate,Amir
Não basta ser digno de respeito para ser respeitado.,Amazon Translate,Amir
"Não é a espécie mais forte que sobrevive, nem a mais inteligente, mas a mais responsiva às mudanças.",Amazon Translate,Amir
"Não é a sabedoria, mas a ignorância que ensina aos homens a presunção.",Amazon Translate,Amir
Geralmente é mais frio em altitudes mais altas.,Amazon Translate,Amir
"Muitas vezes, é mais fácil pedir perdão do que pedir permissão.",Amazon Translate,Amir
"Muitas vezes, é mais fácil lutar por seus princípios do que viver de acordo com eles.",Amazon Translate,Amir
Uma das curiosas idiossincrasias do homem é criar dificuldades pelo prazer de resolvê-las.,Amazon Translate,Amir
Uma coisa é elogiar a disciplina e outra é se submeter a ela.,Amazon Translate,Amir
"Só a imperfeição reclama do que é imperfeito. Quanto mais perfeitos somos, mais gentis e silenciosos nos tornamos em relação aos defeitos dos outros.",Amazon Translate,Amir
É a única razão que ensina o silêncio. O coração nos ensina a falar.,Amazon Translate,Amir
É inútil proibir armas que não são as principais armas usadas na maioria da violência armada.,Amazon Translate,Amir
"É possível não cometer erros e ainda perder. Isso não é fraqueza, é vida.",Amazon Translate,Amir
É razoável que as crianças usem a tecnologia com moderação.,Amazon Translate,Amir
É vergonhoso para um jovem questionar um idoso.,Amazon Translate,Amir
É a aplicação da ciência que dá origem às novas tecnologias.,Amazon Translate,Amir
É o homem brutalmente franco que ganha inimizade.,Amazon Translate,Amir
"Cabe a um bom pastor tosquiar seu rebanho, não esfolá-lo.",Amazon Translate,Amir
É responsabilidade dos intelectuais falar a verdade e expor mentiras.,Amazon Translate,Amir
É a forma como reagimos às circunstâncias que determina nossos sentimentos.,Amazon Translate,Amir
Deve-se observar que muitas pessoas nascem curiosamente incapazes de enfrentar o destino que as espera nesta terra.,Amazon Translate,Amir
É vital que introduzamos leis de proteção de armas de bom senso.,Amazon Translate,Amir
É sensato ser honesto e admitir isso quando você perde todo o seu dinheiro.,Amazon Translate,Amir
É errado acusar alguém de comportamento errado sem nenhuma evidência.,Amazon Translate,Amir
É mais quente perto do equador.,Amazon Translate,Amir
"É uma coisa engraçada sobre a vida: se você se recusa a aceitar qualquer coisa que não seja o melhor, muitas vezes você entende.",Amazon Translate,Amir
"Não é culpa do porco, mas de quem coça as costas.",Amazon Translate,Amir
Não deve ser difícil registrar denúncias de má conduta por parte da polícia.,Amazon Translate,Amir
É preciso tanta energia para desejar quanto para planejar.,Amazon Translate,Amir
É preciso algo mais do que inteligência para agir de forma inteligente.,Amazon Translate,Amir
Seria impossível para alguém parado no chão identificar facilmente as pessoas que se cavaram em um buraco.,Amazon Translate,Amir
"Parece que não existe apenas um mundo, mas também muitos.",Amazon Translate,Amir
É sobre todos nós trabalharmos juntos e podermos vencer.,Amazon Translate,Amir
É melhor sair com pessoas melhores do que você. Escolha associados cujo comportamento seja melhor do que o seu e você se moverá nessa direção.,Amazon Translate,Amir
É melhor viver mal em paz do que ser rico cheio de estresse.,Amazon Translate,Amir
É difícil discutir sobre crenças religiosas porque elas são baseadas na fé.,Amazon Translate,Amir
"É importante considerar todos os aspectos do nosso futuro, para não repetirmos o passado.",Amazon Translate,Amir
Não é correto dar menos dinheiro de estímulo aos estados que mantêm medidas mais rígidas da Covid-19.,Amazon Translate,Amir
"Não é o que você sabe, é quando você sabe.",Amazon Translate,Amir
É óbvio que o voto pelo correio deve ser acessível a todos os americanos durante a pandemia de Covid.,Amazon Translate,Amir
"É difícil fazer previsões, especialmente sobre o futuro.",Amazon Translate,Amir
É perfeitamente compreensível que os lobos peçam que as ovelhas sejam desarmadas. A lã de ovelha oferece uma certa resistência à mordida do lobo.,Amazon Translate,Amir
"Em um casamento, é arriscado que um homem chegue em casa tarde demais, mas às vezes pode representar um risco ainda maior se ele chegar em casa muito cedo.",Amazon Translate,Amir
É tão fácil amar. A única coisa difícil é ser amado.,Amazon Translate,Amir
Não é uma anomalia se isso acontece o tempo todo.,Amazon Translate,Amir
É possível contornar a Terra devido à sua forma esférica.,Amazon Translate,Amir
É hora de fazer com que o Senado volte a funcionar.,Amazon Translate,Amir
É hora de mandar as crianças de volta à escola.,Amazon Translate,Amir
Jesus morreu por nossos pecados.,Amazon Translate,Amir
Jesus é o Senhor.,Amazon Translate,Amir
Jesus é uma das principais figuras do cristianismo.,Amazon Translate,Amir
Joe ajudará com a violência armada.,Amazon Translate,Amir
John concorda se aceitar a oferta de Mary.,Amazon Translate,Amir
É provável que John seja demitido se tiver um ótimo chefe.,Amazon Translate,Amir
John é atencioso porque ajuda a mãe de Mary.,Amazon Translate,Amir
John mantém o ânimo de Jake levando-o a fazer coisas divertidas.,Amazon Translate,Amir
John pode procurar receitas on-line se nunca tiver cozinhado antes.,Amazon Translate,Amir
John não deveria acreditar nas notícias que Mary traz.,Amazon Translate,Amir
John mudará se Mary mudar sua vida.,Amazon Translate,Amir
John espera que Mary fique com raiva se ele a surpreender.,Amazon Translate,Amir
John se sentirá feliz se incomodar Mary.,Amazon Translate,Amir
John ficará triste se Mary impressionar sua namorada.,Amazon Translate,Amir
John se sentirá bem-sucedido se cavar em um buraco.,Amazon Translate,Amir
John discutirá tolamente com Mary se ela falar com uma língua bifurcada.,Amazon Translate,Amir
John terá bons sentimentos por Mary se ela lhe der o melhor presente que ele já recebeu.,Amazon Translate,Amir
John vai dar um soco em Mary se ela lhe ensinar alguma coisa.,Amazon Translate,Amir
John agradecerá a Mary se ela passar em um exame para ele.,Amazon Translate,Amir
John presumiria que Mary está brincando com ele se ela o abraçasse.,Amazon Translate,Amir
John seria preso por deixar a cidade se esquecesse de falar com seu oficial de liberdade condicional.,Amazon Translate,Amir
John se sentiria envergonhado se Mary o incomodasse demais.,Amazon Translate,Amir
John sentiria remorso e pediria desculpas se comesse o pão de Mary.,Amazon Translate,Amir
John se concentraria no trabalho quando o conseguisse.,Amazon Translate,Amir
John riria da queda de Mary se ela escorregasse em uma casca de banana.,Amazon Translate,Amir
John faria questão de ficar quieto e esconder todas as evidências se matasse o irmão de Mary.,Amazon Translate,Amir
"John pisava repetidamente no tornozelo de Mary, na esperança de colocá-lo no lugar se ele o quebrasse.",Amazon Translate,Amir
John começaria a conversa com um sorriso se conhecesse a amiga de Mary.,Amazon Translate,Amir
John pararia de se exercitar se comesse de forma mais saudável.,Amazon Translate,Amir
John usaria as chaves extras de Mary se ela as trouxesse para ele.,Amazon Translate,Amir
John não se importaria se Mary decidisse não ser amiga dele.,Amazon Translate,Amir
Brinque com um idiota em casa e ele vai brincar com você na praça.,Amazon Translate,Amir
Josh tem as qualidades necessárias para ser um bom líder.,Amazon Translate,Amir
"Assim como a água da chuva não espera nada em troca do alimento que fornece às flores, filhos compartilhando sua riqueza são a melhor forma de generosidade.",Amazon Translate,Amir
Só porque ninguém reclama não significa que todos os paraquedas sejam perfeitos.,Amazon Translate,Amir
Só porque você não se interessa por política não significa que a política não se interessará por você.,Amazon Translate,Amir
"Quando parece fácil, tenha cuidado.",Amazon Translate,Amir
"A justiça é uma coisa temporária que deve finalmente chegar ao fim, mas a consciência é eterna e nunca morrerá.",Amazon Translate,Amir
A justiça é totalmente dependente da religião.,Amazon Translate,Amir
A justiça só pode ser encontrada na imaginação.,Amazon Translate,Amir
Justiça sem força é impotente; força sem justiça é tirânica.,Amazon Translate,Amir
O Kansas está oficialmente em jogo e isso é por causa do Dr. Bollier.,Amazon Translate,Amir
Manter os cidadãos seguros deve ser uma prioridade.,Amazon Translate,Amir
Manter uma boa saúde e se exercitar regularmente proporcionará uma vida mais longa.,Amazon Translate,Amir
Manter-se afiado na matemática simples do dia a dia economiza tempo a longo prazo.,Amazon Translate,Amir
Beijar requer lábios.,Amazon Translate,Amir
"Para conhecer o cérebro que você tem, você precisa entender o cérebro que você quer.",Amazon Translate,Amir
"Ao entender as ciências naturais e físicas, podemos resolver os desafios diários e trabalhar em prol de um mundo melhor.",Amazon Translate,Amir
Saber a posição da Estrela Polar no céu pode evitar que você se perca.,Amazon Translate,Amir
"O conhecimento pode ser comunicado, mas a sabedoria não.",Amazon Translate,Amir
Não há limite para o conhecimento.,Amazon Translate,Amir
"Existem quatro tipos de conhecimento: direto, inferencial, recoletivo e sobrenatural.",Amazon Translate,Amir
Os sindicatos e os direitos dos trabalhadores são necessários.,Amazon Translate,Amir
A escassez de mão de obra geralmente pode levar ao aumento dos preços e a uma recuperação econômica mais lenta.,Amazon Translate,Amir
As massas de terra continuarão a encolher devido ao aumento do derretimento glacial causado pelo aquecimento global.,Amazon Translate,Amir
"As leis são feitas por humanos, enquanto as leis naturais são feitas por uma entidade superior.",Amazon Translate,Amir
"As leis devem abordar a migração irregular, beneficiando tanto os migrantes quanto as comunidades afetadas.",Amazon Translate,Amir
As leis não devem ser facilmente anuladas.,Amazon Translate,Amir
As leis que protegem nosso meio ambiente são necessárias e superam as considerações políticas.,Amazon Translate,Amir
A preguiça pode fazer você querer tomar café da manhã na cama.,Amazon Translate,Amir
Os líderes devem ter empatia com seus trabalhadores durante uma pandemia.,Amazon Translate,Amir
Aprender uma habilidade requer prática.,Amazon Translate,Amir
Deixar casas e carros destrancados os torna suscetíveis ao roubo.,Amazon Translate,Amir
"Ao sair dos edifícios, as pessoas normalmente olham para os dois lados antes de atravessar a rua para garantir a segurança.",Amazon Translate,Amir
A legislação baseada em evidências é mais eficaz.,Amazon Translate,Amir
"A legislação que exige verificações de antecedentes mais rigorosas pode não ser tão eficaz, já que a maioria dos criminosos não compra suas armas legalmente.",Amazon Translate,Amir
A legislação com foco em saúde e segurança deve ser priorizada.,Amazon Translate,Amir
As propostas sobre legislação sobre mudanças climáticas devem ser acionáveis.,Amazon Translate,Amir
Os legisladores trabalham para expandir o atendimento médico às pessoas em tempos difíceis.,Amazon Translate,Amir
"Ao redistritar, os legisladores devem buscar uma distribuição igualitária da população.",Amazon Translate,Amir
Vamos nos unir e votar pela reeleição da Harley.,Amazon Translate,Amir
O Partido Republicano da Flórida deve ser lembrado de seus fracassos e das consequências decorrentes.,Amazon Translate,Amir
"Nunca devemos negociar por medo, mas também não devemos ter medo de negociar.",Amazon Translate,Amir
Vamos voltar a tratar uns aos outros com civilidade e respeito.,Amazon Translate,Amir
Devemos fornecer suporte sempre que solicitado.,Amazon Translate,Amir
Os liberais são ineficazes no Congresso.,Amazon Translate,Amir
Liberdade é o direito de fazer o que a lei permite.,Amazon Translate,Amir
Nada na vida vem sem trabalho árduo.,Amazon Translate,Amir
"A vida é como uma cebola, você a retira uma camada de cada vez e às vezes chora.",Amazon Translate,Amir
"A vida não é medida pelo número de respirações que respiramos, mas pelos momentos que nos tiram o fôlego.",Amazon Translate,Amir
"A morte é uma parte inseparável da vida, por mais que pareça.",Amazon Translate,Amir
A vida é curta.,Amazon Translate,Amir
"Devemos viver a vida para frente, mas só podemos entendê-la de trás para frente.",Amazon Translate,Amir
"A vida é uma proposta difícil, e os primeiros cem anos são os mais difíceis.",Amazon Translate,Amir
"Levantar pesos pesados pode rasgar os músculos, forçando-os a se curar e a se tornarem mais fortes.",Amazon Translate,Amir
"Como o sarampo, o amor é mais perigoso quando chega tarde na vida.",Amazon Translate,Amir
Ouvir música é prazeroso.,Amazon Translate,Amir
Viva como se você fosse morrer amanhã. Aprenda como se você fosse viver para sempre.,Amazon Translate,Amir
"Viva de forma simples, para que outros possam simplesmente viver.",Amazon Translate,Amir
Viva sua vida como se cada ato seu fosse se tornar uma lei universal.,Amazon Translate,Amir
Lizzie Fletcher será uma líder eficaz.,Amazon Translate,Amir
Os governos locais devem aumentar a supervisão civil da aplicação da lei.,Amazon Translate,Amir
Os serralheiros trancam as portas.,Amazon Translate,Amir
Os serralheiros destrancam portas quando as pessoas ligam para eles.,Amazon Translate,Amir
A lógica é uma forma eficaz de resolver problemas.,Amazon Translate,Amir
Pessoas solitárias conversando umas com as outras podem fazer com que se sintam mais solitárias.,Amazon Translate,Amir
Reuniões longas e frequentes diminuem a produtividade e a eficiência de uma empresa.,Amazon Translate,Amir
Metas de longo prazo evitam que você fique frustrado com falhas de curto prazo.,Amazon Translate,Amir
Amor e escândalo são os melhores adoçantes do chá.,Amazon Translate,Amir
O amor por outros nova-iorquinos pode levar à abolição da polícia em Nova York.,Amazon Translate,Amir
O amor é uma realidade que nasce na região das fadas do romance.,Amazon Translate,Amir
"O amor é cego, mas o casamento restaura sua visão.",Amazon Translate,Amir
O amor geralmente é fruto do casamento.,Amazon Translate,Amir
O amor torna a vida significativa.,Amazon Translate,Amir
O amor pode se transformar em indiferença com a possessão.,Amazon Translate,Amir
Amem-se uns aos outros.,Amazon Translate,Amir
O amor faria você querer sustentar sua família.,Amazon Translate,Amir
O amor faria você querer perdoar alguém.,Amazon Translate,Amir
O amor faria você querer mostrar afeto a alguém.,Amazon Translate,Amir
O amor faria você querer cantar.,Amazon Translate,Amir
Os amantes geralmente se tornam biógrafos.,Amazon Translate,Amir
"Mentir exige mais esforço do que dizer a verdade, porque quando você mente, precisa se lembrar de detalhes inventados.",Amazon Translate,Amir
As cédulas pelo correio são benéficas para os idosos em nossa comunidade.,Amazon Translate,Amir
A votação por correspondência ajuda a garantir que todos usem sua voz com segurança.,Amazon Translate,Amir
A votação por correspondência deve ser permitida.,Amazon Translate,Amir
O Maine precisa de alguém trabalhando para eles.,Amazon Translate,Amir
A grande mídia está fora de controle com seus ataques.,Amazon Translate,Amir
"Não faça planos pequenos, pois eles não têm o poder de inspirar.",Amazon Translate,Amir
Certifique-se de que os dados com os quais você está lidando sejam o que você acha que são.,Amazon Translate,Amir
"Torne seus clientes mais incríveis. Atualize seu usuário, não seu produto. Ajude as pessoas a melhorarem em algo em que elas queiram se destacar.",Amazon Translate,Amir
"Tornar o simples complicado é comum. Tornar o complicado simples, incrivelmente simples, isso é criatividade.",Amazon Translate,Amir
Um homem tem duas orelhas e uma boca. Ele deveria ouvir mais do que falar.,Amazon Translate,Amir
"Um homem santifica o que acredita, assim como torna bonito o que ama.",Amazon Translate,Amir
O silêncio pode ser uma forma de comunicação.,Amazon Translate,Amir
A obrigatoriedade do uso de máscaras faciais não infringe nossos direitos da Primeira Emenda.,Amazon Translate,Amir
O homicídio culposo é um crime violento.,Amazon Translate,Amir
O trabalho manual que envolve pouco conhecimento de uma tarefa não deve exigir uma licença.,Amazon Translate,Amir
Muitos legisladores democratas não estão aptos para comparecer ao Congresso.,Amazon Translate,Amir
"Muitos dos meus amigos se tornaram meus inimigos. Muitos inimigos se tornam amigos, apenas aqueles que nunca se importaram de qualquer maneira permaneceram constantes.",Amazon Translate,Amir
Muitas religiões do mundo foram inspiradas umas pelas outras.,Amazon Translate,Amir
Muitos seriam covardes se tivessem coragem suficiente.,Amazon Translate,Amir
O mapeamento do globo como o vemos é impreciso em uma superfície plana.,Amazon Translate,Amir
O casamento é como a vida; é um campo de batalha.,Amazon Translate,Amir
Martha seria uma ótima legisladora para o povo.,Amazon Translate,Amir
"Martha está em uma eleição difícil, defendendo valores conservadores.",Amazon Translate,Amir
Mary garante a justiça fazendo valer seus direitos.,Amazon Translate,Amir
Mary é cruel se ela ofusca os esforços de John.,Amazon Translate,Amir
Mary será desrespeitosa se John a respeitar.,Amazon Translate,Amir
Mary se sentirá saciada se comer muita comida.,Amazon Translate,Amir
Mary se comportará de forma imatura e não economizará dinheiro para o futuro se ela se casar com John.,Amazon Translate,Amir
Mary se sentirá feliz se ajudar John.,Amazon Translate,Amir
Mary ficaria grata se John levasse sua família para jantar.,Amazon Translate,Amir
Mary desencorajaria John de se tornar professor.,Amazon Translate,Amir
Mary se sentiria sozinha se John a isolasse dos outros.,Amazon Translate,Amir
Mary ficaria assustada se John se aproximasse dela.,Amazon Translate,Amir
Mary se sentiria grata se John passasse suas roupas.,Amazon Translate,Amir
Mary elogiaria John se ele quisesse lutar com ela.,Amazon Translate,Amir
Mary garantiria que ela e John chegassem com segurança ao destino se ela desse uma carona a John.,Amazon Translate,Amir
Mary não se ofereceria para pagar as contas médicas de John se ela quebrasse o pé dele.,Amazon Translate,Amir
"Mary não tomaria precauções, como usar máscara ou se distanciar, e correria o risco de contrair o vírus se descobrisse que seu amigo John estava gripado.",Amazon Translate,Amir
Mary levaria John para a piscina para pedir ajuda se ela quebrasse o pé dele.,Amazon Translate,Amir
Mary usaria uma escova de dentes se escovasse os dentes de John.,Amazon Translate,Amir
Mary não consideraria rude se John a deixasse de lado.,Amazon Translate,Amir
Mary não pararia e criaria uma situação seriamente ruim se John a derrubasse.,Amazon Translate,Amir
Os regulamentos de mascaramento devem ser adaptados às necessidades individuais.,Amazon Translate,Amir
As máscaras protegem contra a COVID-19.,Amazon Translate,Amir
A matemática ajuda você na vida diária.,Amazon Translate,Amir
"A matemática é adicionar e subtrair com muitos milhões de detalhes intermediários, se você olhar de perto.",Amazon Translate,Amir
A matemática segue regras rígidas.,Amazon Translate,Amir
A matemática é usada na programação.,Amazon Translate,Amir
A matemática não é lógica para todos.,Amazon Translate,Amir
Problemas matemáticos exigem lógica para serem resolvidos.,Amazon Translate,Amir
Matemática e lógica devem andar de mãos dadas; elas geralmente não andam de mãos dadas.,Amazon Translate,Amir
"A matemática é uma constante, o que significa que uma solução para um problema matemático nunca mudará.",Amazon Translate,Amir
A matemática não é um esporte para espectadores.,Amazon Translate,Amir
A matemática é a base sobre a qual toda tecnologia moderna é construída.,Amazon Translate,Amir
A matemática é a linguagem com a qual Deus escreveu o universo.,Amazon Translate,Amir
A matemática é a única linguagem comum entre os povos deste planeta.,Amazon Translate,Amir
A matéria não é criada nem destruída em uma reação química comum.,Amazon Translate,Amir
A maturidade vem da sabedoria e não apenas com o passar dos anos.,Amazon Translate,Amir
Que sua caridade aumente tanto quanto sua riqueza.,Amazon Translate,Amir
O McDonald apoiará a comunidade local.,Amazon Translate,Amir
McMath apóia os valores e a liberdade republicanos.,Amazon Translate,Amir
As empresas de mídia não devem ser as únicas com a capacidade de controlar o que o público sabe.,Amazon Translate,Amir
A elegibilidade do Medicaid deve ser estendida ao número máximo possível de residentes.,Amazon Translate,Amir
A memória é o que nos torna jovens ou velhos.,Amazon Translate,Amir
"Os homens nascem iguais, mas também nascem diferentes.",Amazon Translate,Amir
Os homens são tão bons quanto seu desenvolvimento técnico permite que sejam.,Amazon Translate,Amir
"Às vezes, os homens se sentem insultados pelo elogio porque ele atribui um limite ao seu mérito; poucas pessoas são modestas o suficiente para não se ofender com o fato de alguém as valorizar.",Amazon Translate,Amir
"Homens que se casam com esposas muito superiores a si mesmos não são tão verdadeiramente maridos de suas esposas, pois não sabem que foram escravizados por sua posição.",Amazon Translate,Amir
O México fica ao sul dos Estados Unidos.,Amazon Translate,Amir
Os migrantes e seus filhos devem ser tratados de forma justa e humana.,Amazon Translate,Amir
A justiça militar é para a justiça o que a música militar é para a música.,Amazon Translate,Amir
O leite é branco.,Amazon Translate,Amir
Ordenhe a vaca próxima. Por que perseguir aquele que foge?,Amazon Translate,Amir
A miséria é quase sempre o resultado do pensamento.,Amazon Translate,Amir
"O infortúnio e o infortúnio recitado, especialmente, podem ser prolongados até o ponto em que deixem de despertar piedade e despertem apenas irritação.",Amazon Translate,Amir
"A desinformação se tornou um vírus, infectando milhões de americanos em todo o mundo.",Amazon Translate,Amir
Mitch não está focado em fazer seu trabalho e está apenas cuidando de si mesmo.,Amazon Translate,Amir
MJ Hegar está pronto para mostrar a porta ao senador Cornyn.,Amazon Translate,Amir
"MJ é uma colega veterana, alguém que demonstrou seu compromisso com este país servindo de uniforme.",Amazon Translate,Amir
Os computadores modernos podem fazer coisas que os computadores mais antigos não conseguiam.,Amazon Translate,Amir
A filosofia moderna é muito influenciada pela filosofia dos antigos.,Amazon Translate,Amir
As descobertas científicas modernas só são possíveis por causa das descobertas feitas no passado.,Amazon Translate,Amir
A lei de Moore determina que atingiremos um limite de miniaturização de semicondutores.,Amazon Translate,Amir
Momento gera impulso.,Amazon Translate,Amir
O dinheiro por si só não é suficiente para trazer felicidade. Felicidade é quando você está realmente bem em perder tudo o que você tem.,Amazon Translate,Amir
"O dinheiro é melhor do que a pobreza, mesmo que apenas por razões financeiras.",Amazon Translate,Amir
O dinheiro é a única maneira de passar a mensagem.,Amazon Translate,Amir
"Dinheiro pode não comprar felicidade, mas eu prefiro chorar em um Jaguar do que em um ônibus.",Amazon Translate,Amir
Montana precisa de uma mudança na liderança que retorne aos valores básicos.,Amazon Translate,Amir
A moralidade é apenas um conceito que pode mudar dependendo da situação.,Amazon Translate,Amir
A moral e as normas variam de acordo com a cultura em que você foi criado.,Amazon Translate,Amir
Mais animais serão ameaçados e extintos se não cuidarmos da natureza.,Amazon Translate,Amir
Moscow Mitch ignora as necessidades de seus eleitores e trabalha apenas para si mesmo.,Amazon Translate,Amir
O musgo sempre cresce no lado norte de uma árvore.,Amazon Translate,Amir
A maioria dos filósofos da Idade Média estava localizada na Europa.,Amazon Translate,Amir
A maioria das religiões tem um conjunto de morais que determinam se as pessoas estão sendo boas.,Amazon Translate,Amir
A Mãe Terra só pode lidar com tantos abusos antes de desmoronar.,Amazon Translate,Amir
A Mãe Natureza está viva.,Amazon Translate,Amir
A filtragem de motocicletas deve ser permitida sob algumas restrições.,Amazon Translate,Amir
A multiplicação vem antes da adição.,Amazon Translate,Amir
A multiplicação é uma forma de adição.,Amazon Translate,Amir
A música pode ser relaxante.,Amazon Translate,Amir
A música faz você querer dançar.,Amazon Translate,Amir
Meu oponente é culpado de tudo isso.,Amazon Translate,Amir
"Minha dor pode ser a razão da risada de alguém, mas minha risada nunca deve ser a razão da dor de alguém.",Amazon Translate,Amir
Meu principal problema é a prevenção da violência armada.,Amazon Translate,Amir
A naloxona é um medicamento vital para salvar vidas na epidemia de opioides.,Amazon Translate,Amir
A dívida nacional precisa ser resolvida.,Amazon Translate,Amir
É muito interessante aprender ciências naturais e físicas.,Amazon Translate,Amir
As ciências naturais e físicas nos ajudam a aprender sobre a história do nosso planeta.,Amazon Translate,Amir
As ciências naturais e físicas envolvem observações humanas.,Amazon Translate,Amir
A natureza e os animais podem ser adoráveis.,Amazon Translate,Amir
A natureza não tem princípios; ela não faz distinção entre o bem e o mal.,Amazon Translate,Amir
"A natureza está sempre mudando e, à medida que muda, desaparece.",Amazon Translate,Amir
A natureza existirá por muito tempo depois que os humanos desaparecerem.,Amazon Translate,Amir
A necessidade faria você querer comprar algo.,Amazon Translate,Amir
A necessidade de uma cópia impressa faria com que você quisesse imprimir na impressora.,Amazon Translate,Amir
A necessidade de exercícios faria você querer correr.,Amazon Translate,Amir
Precisar de dinheiro faria você querer trabalhar.,Amazon Translate,Amir
Precisar de dinheiro faria você querer servir mesas.,Amazon Translate,Amir
Precisar de dinheiro faria você querer trabalhar.,Amazon Translate,Amir
Nunca acredite em nada na política até que seja oficialmente negado.,Amazon Translate,Amir
