statement,elicitation,committer
"В любой момент принятия решения лучшее, что вы можете сделать, — это правильно. Следующее лучшее — неправильное, а самое худшее, что вы можете сделать, — это ничего не сделать.",Amazon Translate,Amir
"Погружаясь на дно удовольствия, мы добываем больше гравия, чем жемчуга.",Amazon Translate,Amir
"В общем, искусство управления заключается в том, чтобы брать как можно больше денег у одной части граждан, чтобы передать их другой.",Amazon Translate,Amir
"В исторических событиях так называемые великие люди — это ярлыки, дающие названия событиям, и, подобно ярлыкам, они имеют лишь малейшее отношение к самому событию.",Amazon Translate,Amir
"В любви возникает парадокс, заключающийся в том, что два существа становятся единым целым и при этом остаются двумя.",Amazon Translate,Amir
"В природе мы никогда не видим ничего изолированного, кроме всего, что связано с чем-то другим, что находится перед ней, рядом с ней, под ней и над ней.",Amazon Translate,Amir
"Чтобы продолжать улучшать качество жизни человечества, нам необходимо развиваться в наших технологических и научных областях.",Amazon Translate,Amir
В области научных наблюдений случайность благоприятствует подготовленному уму.,Amazon Translate,Amir
"В этом мире всегда есть опасность для тех, кто ее боится.",Amazon Translate,Amir
Зимой на Аляске выпадет снег.,Amazon Translate,Amir
В молодости мы сталкиваемся с трудностями. В пожилом возрасте трудности наталкиваются на нас.,Amazon Translate,Amir
Следует сообщать о случаях применения полицией чрезмерной силы.,Amazon Translate,Amir
Расширение доступа к образованию и здравоохранению имеет основополагающее значение.,Amazon Translate,Amir
"Действующие сотрудники не хотят конкурировать со стороны аутсайдеров, которые могут взимать меньшую плату за те же услуги.",Amazon Translate,Amir
Люди не должны иметь возможность приобрести огнестрельное оружие без проверки биографических данных.,Amazon Translate,Amir
Физическим лицам нельзя позволять выдавать себя за службы по поиску работы.,Amazon Translate,Amir
Людям следует обращать внимание на возрастные рейтинги игр.,Amazon Translate,Amir
"Люди должны поддерживать свободное и открытое общество, способствующее росту в условиях свободной рыночной экономики.",Amazon Translate,Amir
При обсуждении вакцин людям не следует вдаваться в подробности.,Amazon Translate,Amir
Люди с совестью ходят в церковь.,Amazon Translate,Amir
Младенцы маленькие.,Amazon Translate,Amir
"Неполноценности — это то, что вам нравится в ваших лучших друзьях.",Amazon Translate,Amir
Бесконечность — это не число.,Amazon Translate,Amir
Необходимо развивать инфраструктуру для безопасного улавливания CO2.,Amazon Translate,Amir
Употребление отбеливателя не защищает от COVID-19.,Amazon Translate,Amir
"Вместо того чтобы задаваться вопросом, когда у вас следующий отпуск, возможно, вам следует создать жизнь, от которой вам не нужно убегать.",Amazon Translate,Amir
"Интерпретация необходима в тех случаях, когда кажется, что утверждения Священных Писаний противоречат принципам естественного разума.",Amazon Translate,Amir
"Инвестиции в местные поля, фермы и леса не только помогают уменьшить загрязнение, но и помогают сохранить среду обитания птиц.",Amazon Translate,Amir
Инвестиции в сельскую инфраструктуру улучшат качество жизни и доступ к услугам в сельских районах Америки.,Amazon Translate,Amir
"Железо ржавеет при неупотреблении, застоявшаяся вода теряет чистоту и в холодную погоду замерзает; бездействие также истощает энергию ума.",Amazon Translate,Amir
"Это всегда кажется невозможным, пока не будет сделано.",Amazon Translate,Amir
"Нет смысла конфисковывать наш солнцезащитный крем и джем в аэропорту, но мы можем сразу же выкупить их позже.",Amazon Translate,Amir
"Глубокая ошибка — теоретизировать до получения данных. Незаметно, что факты начинают искажать в соответствии с теориями, а не теории в соответствии с фактами.",Amazon Translate,Amir
"Это любопытная мысль, но только когда вы видите людей, выглядящих нелепо, вы понимаете, как сильно вы их любите.",Amazon Translate,Amir
"Рекомендуется двигаться по дальней полосе движения, чтобы избежать использования машины скорой помощи, буксирного или обслуживающего оборудования, мусоровоза или грузовика для переработки мусора.",Amazon Translate,Amir
Не верить в удачу — признак неопытного человека.,Amazon Translate,Amir
"Всегда лучше говорить правду, если, конечно, вы не очень хороший лжец.",Amazon Translate,Amir
На старте всегда требуется приложить максимум усилий.,Amazon Translate,Amir
"Путешествуя между племенами, лучше не ночевать у хедхантеров.",Amazon Translate,Amir
"Лучше заслужить честь и не иметь ее, чем иметь ее и не заслуживать.",Amazon Translate,Amir
Меньше грома во рту и больше молнии в руке.,Amazon Translate,Amir
"Лучше держать дистанцию, так как с дураком нет общения.",Amazon Translate,Amir
"Лучше остаться одиноким, чем жениться плохо.",Amazon Translate,Amir
"На вершине горы холоднее, чем в долине под этой горой.",Amazon Translate,Amir
В тени прохладнее солнца.,Amazon Translate,Amir
"Легче поймать сбежавшую лошадь, чем вернуть услышанное слово.",Amazon Translate,Amir
"Толкать вещь вниз по склону легче, чем толкать ее в гору.",Amazon Translate,Amir
Изучать новые места — это весело.,Amazon Translate,Amir
Быть хорошим человеком — это добродетель.,Amazon Translate,Amir
Доброта — это добродетель.,Amazon Translate,Amir
"Прежде чем действовать, хорошо все обдумать.",Amazon Translate,Amir
"Трудно потерпеть неудачу, но еще хуже никогда не пытаться добиться успеха.",Amazon Translate,Amir
Правильное питание и физические упражнения важны для здоровья.,Amazon Translate,Amir
Важно защитить себя и оставаться здоровым.,Amazon Translate,Amir
"Прежде чем подавать заявку на работу, важно проверить данные компании в Интернете.",Amazon Translate,Amir
"Доказать существование Бога невозможно, если Бог не хочет, чтобы это было доказано.",Amazon Translate,Amir
"Невозможно двигаться со скоростью, превышающей скорость света, и, конечно, нежелательно, так как шляпа постоянно сдувается.",Amazon Translate,Amir
"Невообразимо, сколько смекалки нужно, чтобы не быть смешным.",Amazon Translate,Amir
С точки зрения Джона безответственно выполнять домашнее задание Мэри.,Amazon Translate,Amir
Влюбленным людям крайне неразумно вступать в брак.,Amazon Translate,Amir
"Никогда не поздно стать тем, кем вы могли бы стать.",Amazon Translate,Amir
"Дело не только в том, когда политики встают на чью-либо сторону в уголовных делах ради политической выгоды.",Amazon Translate,Amir
"Не обязательно разбираться в вещах, чтобы спорить о них.",Amazon Translate,Amir
"Нам помогает не столько помощь наших друзей, сколько уверенность в их помощи.",Amazon Translate,Amir
"Недостаточно быть достойным уважения, чтобы тебя уважали.",Amazon Translate,Amir
"Выживает не самый сильный из видов и не самый умный, а тот, кто лучше всего реагирует на изменения.",Amazon Translate,Amir
"Не мудрость, а невежество учит людей самонадеянности.",Amazon Translate,Amir
На возвышенностях часто бывает прохладнее.,Amazon Translate,Amir
"Часто проще попросить прощения, чем разрешения.",Amazon Translate,Amir
"Часто легче бороться за свои принципы, чем следовать им.",Amazon Translate,Amir
"Одна из любопытных особенностей человека заключается в том, чтобы создавать трудности ради удовольствия от их разрешения.",Amazon Translate,Amir
"Одно дело хвалить дисциплину, а совсем другое — подчиняться ей.",Amazon Translate,Amir
"Только несовершенство жалуется на несовершенство. Чем мы совершеннее, тем мягче и спокойнее относимся к недостаткам других.",Amazon Translate,Amir
Только разум учит тишине. Сердце учит нас говорить.,Amazon Translate,Amir
"Бессмысленно запрещать оружие, которое не является основным оружием, используемым в большинстве случаев насилия с применением огнестрельного оружия.",Amazon Translate,Amir
"Можно не ошибиться и все равно проиграть. Это не слабость, это жизнь.",Amazon Translate,Amir
Детям разумно использовать технологии в умеренных количествах.,Amazon Translate,Amir
Молодому человеку стыдно задавать вопросы пожилому человеку.,Amazon Translate,Amir
Именно применение науки порождает новые технологии.,Amazon Translate,Amir
Вражду вызывает жестоко откровенный человек.,Amazon Translate,Amir
"Хороший пастух должен стричь свое стадо, а не шкурить с него шкуру.",Amazon Translate,Amir
Интеллектуалы обязаны говорить правду и разоблачать ложь.,Amazon Translate,Amir
"То, как мы реагируем на обстоятельства, определяет наши чувства.",Amazon Translate,Amir
"Следует отметить, что очень много людей рождаются странным образом неспособными к судьбе, ожидающей их на этой земле.",Amazon Translate,Amir
"Крайне важно ввести законы о защите оружия, основанные на здравом смысле.",Amazon Translate,Amir
"Честно говоря, разумно признать это, когда вы потеряли все свои деньги.",Amazon Translate,Amir
Неправильно обвинять кого-то в неправильном поведении без каких-либо доказательств.,Amazon Translate,Amir
Возле экватора теплее.,Amazon Translate,Amir
"В жизни есть одна забавная вещь: если вы отказываетесь принимать что-то, кроме самого лучшего, вы часто получаете его.",Amazon Translate,Amir
"В этом виновата не свинья, а та, кто чешет себе спину.",Amazon Translate,Amir
Подать жалобы на неправомерное поведение полиции не должно быть сложно.,Amazon Translate,Amir
"Желание требует столько же энергии, сколько и планирование.",Amazon Translate,Amir
"Чтобы действовать разумно, нужно нечто большее, чем просто интеллект.",Amazon Translate,Amir
"Человеку, стоящему на земле на улице, было бы невозможно легко опознать людей, которые сами выкопали яму.",Amazon Translate,Amir
"Казалось бы, существует не только один мир, но и множество.",Amazon Translate,Amir
"Дело в том, что все мы работаем вместе и можем победить.",Amazon Translate,Amir
"Лучше общаться с людьми лучше, чем с тобой. Выберите партнеров, чье поведение лучше вашего, и вы пойдете в этом направлении.",Amazon Translate,Amir
"Лучше жить в мире и бедно, чем быть богатым, наполненным стрессом.",Amazon Translate,Amir
"Трудно спорить о религиозных убеждениях, потому что они основаны на вере.",Amazon Translate,Amir
"Важно учитывать все аспекты нашего будущего, чтобы не повторять прошлое.",Amazon Translate,Amir
"Неправильно выделять меньше средств на стимулирование экономики штатам, в которых действуют более строгие меры по борьбе с пандемией COVID-19.",Amazon Translate,Amir
"Дело не в том, что вы знаете, а в том, когда вы это знаете.",Amazon Translate,Amir
"Очевидно, что во время пандемии Covid голосование по почте должно быть доступно для всех американцев.",Amazon Translate,Amir
"Сложно делать прогнозы, особенно на будущее.",Amazon Translate,Amir
"Вполне понятно, что волки призывают разоружить овец. Овечья шерсть оказывает определенную устойчивость к волчьему укусу.",Amazon Translate,Amir
"В браке рискованно возвращаться домой слишком поздно, но иногда это может представлять еще больший риск, если он возвращается домой слишком рано.",Amazon Translate,Amir
Любить так легко. Трудно только быть любимым.,Amazon Translate,Amir
"Это не аномалия, если это происходит постоянно.",Amazon Translate,Amir
Землю можно обойти благодаря ее сферической форме.,Amazon Translate,Amir
Пришло время вернуть Сенат к работе.,Amazon Translate,Amir
Пришло время отправить детей обратно в школу.,Amazon Translate,Amir
Иисус умер за наши грехи.,Amazon Translate,Amir
Иисус — Господь.,Amazon Translate,Amir
Иисус — одна из главных фигур в христианстве.,Amazon Translate,Amir
Джо поможет справиться с насилием с применением огнестрельного оружия.,Amazon Translate,Amir
"Джон согласится, если примет предложение Мэри.",Amazon Translate,Amir
"Джона, скорее всего, уволят, если у него будет отличный босс.",Amazon Translate,Amir
"Джон внимателен, потому что помогает маме Мэри.",Amazon Translate,Amir
"Джон поднимает настроение Джейку, приглашая его заниматься интересными делами.",Amazon Translate,Amir
"Джон может искать рецепты в Интернете, если он никогда раньше не готовил.",Amazon Translate,Amir
"Джону не следует верить новостям, которые приносит Мэри.",Amazon Translate,Amir
"Джон изменится, если Мэри изменит свою жизнь.",Amazon Translate,Amir
"Джон ожидает, что Мэри рассердится, если он сделает ей сюрприз.",Amazon Translate,Amir
"Джон обрадуется, если побеспокоит Мэри.",Amazon Translate,Amir
"Джону будет грустно, если Мэри произведет впечатление на его девушку.",Amazon Translate,Amir
"Джон почувствует себя успешным, если выкопает себе яму.",Amazon Translate,Amir
"Джон по глупости поссорится с Мэри, если она будет говорить на раздвоенном языке.",Amazon Translate,Amir
"Джон отнесется к Мэри с добрыми чувствами, если она подарит ему лучший подарок в его жизни.",Amazon Translate,Amir
"Джон ударит Мэри, если она чему-нибудь его научит.",Amazon Translate,Amir
"Джон поблагодарит Мэри, если она сдаст ему экзамен.",Amazon Translate,Amir
"Джон подумает, что Мэри подшучивает над ним, если обнимет его руками.",Amazon Translate,Amir
"Джона арестуют за то, что он уехал из города, если он забудет связаться со своим сотрудником службы пробации.",Amazon Translate,Amir
"Джону будет стыдно, если Мэри будет слишком беспокоить его.",Amazon Translate,Amir
"Джон раскается и извинится, если съест хлеб Мэри.",Amazon Translate,Amir
После получения работы Джон сосредоточился на этой работе.,Amazon Translate,Amir
"Джон посмеется над падением Мэри, если она поскользнется на банановой кожуре.",Amazon Translate,Amir
"Джон постарается промолчать и скрыть все улики, если убьет брата Мэри.",Amazon Translate,Amir
"Джон неоднократно топал Мэри по лодыжке, надеясь поставить её на место, если сломает её.",Amazon Translate,Amir
"Джон начинал разговор с улыбки, если бы встретил подругу Мэри.",Amazon Translate,Amir
"Джон перестал бы заниматься спортом, если бы стал есть здоровую пищу.",Amazon Translate,Amir
"Джон воспользуется запасными ключами Мэри, если она принесёт их ему.",Amazon Translate,Amir
"Джон не будет возражать, если Мэри решит не дружить с ним.",Amazon Translate,Amir
"Пошутите с дураком дома, и он пошутит с вами на площади.",Amazon Translate,Amir
"Джош обладает качествами, необходимыми для того, чтобы быть хорошим лидером.",Amazon Translate,Amir
"Точно так же, как дождевая вода ничего не дает взамен на пищу, которую она дает цветам, так и сыновья делятся своим богатством — лучшее проявление щедрости.",Amazon Translate,Amir
"То, что никто не жалуется, не означает, что все парашюты идеальны.",Amazon Translate,Amir
"То, что вы не интересуетесь политикой, не означает, что политика не будет интересоваться вами.",Amazon Translate,Amir
"Когда кажется, что все просто, будьте осторожны.",Amazon Translate,Amir
"Справедливость — это временное явление, которому, наконец, должен прийти конец, но совесть вечна и никогда не умрет.",Amazon Translate,Amir
Справедливость полностью зависит от религии.,Amazon Translate,Amir
Справедливость можно найти только в воображении.,Amazon Translate,Amir
Справедливость без силы бессильна; сила без правосудия тиранична.,Amazon Translate,Amir
"Канзас официально вступил в игру, и все благодаря доктору Боллиеру.",Amazon Translate,Amir
Обеспечение безопасности граждан должно стать приоритетом.,Amazon Translate,Amir
Поддержание хорошего здоровья и регулярные физические упражнения продлят вам жизнь.,Amazon Translate,Amir
Уверенность в простой повседневной математике в долгосрочной перспективе экономит ваше время.,Amazon Translate,Amir
Для поцелуя нужны губы.,Amazon Translate,Amir
"Чтобы узнать, какой у вас мозг, вам нужно понять, какой мозг вы хотите.",Amazon Translate,Amir
"Понимая естественные и физические науки, мы можем решать повседневные проблемы и работать над улучшением мира.",Amazon Translate,Amir
"Зная положение Полярной звезды на небе, вы не заблудитесь.",Amazon Translate,Amir
"Знания можно передавать, а мудрость — нет.",Amazon Translate,Amir
Знаниям нет предела.,Amazon Translate,Amir
"Существует четыре типа знаний: прямое, логическое, запоминающее и сверхъестественное.",Amazon Translate,Amir
Необходимы профсоюзы и права трудящихся.,Amazon Translate,Amir
Нехватка рабочей силы часто приводит к росту цен и замедлению экономического восстановления.,Amazon Translate,Amir
"Массы суши будут продолжать сокращаться из-за усиления таяния ледников, вызванного глобальным потеплением.",Amazon Translate,Amir
"Законы создаются людьми, а законы природы — высшим существом.",Amazon Translate,Amir
"Законы должны быть направлены на борьбу с нелегальной миграцией, принося пользу как мигрантам, так и пострадавшим общинам.",Amazon Translate,Amir
Законы не должны быть легко отменены.,Amazon Translate,Amir
"Законы, защищающие окружающую среду, необходимы и перевешивают политические соображения.",Amazon Translate,Amir
Лень может вызвать желание позавтракать в постели.,Amazon Translate,Amir
Лидеры должны сопереживать своим работникам во время пандемии.,Amazon Translate,Amir
Изучение навыка требует практики.,Amazon Translate,Amir
"Если оставить дома и машины незапертыми, они могут быть украдены.",Amazon Translate,Amir
"Выходя из зданий, люди обычно смотрят в обе стороны, прежде чем перейти улицу, чтобы обеспечить безопасность.",Amazon Translate,Amir
"Законодательство, основанное на доказательствах, более эффективно.",Amazon Translate,Amir
"Законодательство, требующее более строгой проверки биографических данных, может оказаться не таким эффективным, поскольку большинство преступников не покупают оружие на законных основаниях.",Amazon Translate,Amir
"Законодательство, направленное на охрану здоровья и безопасность, должно быть приоритетным.",Amazon Translate,Amir
Предложения по законодательству об изменении климата должны быть осуществимыми.,Amazon Translate,Amir
Законодатели работают над расширением медицинского обслуживания людей в трудные времена.,Amazon Translate,Amir
При перераспределении округов законодатели должны стремиться к равному распределению населения.,Amazon Translate,Amir
Давайте объединимся и проголосуем за переизбрание Харли.,Amazon Translate,Amir
Республиканская партия Флориды должна быть напомнена об их неудачах и вытекающих из них последствиях.,Amazon Translate,Amir
"Мы никогда не должны вести переговоры из страха, но и не должны бояться вести переговоры.",Amazon Translate,Amir
Давайте вернемся к вежливому и уважительному отношению друг к другу.,Amazon Translate,Amir
"Мы должны оказывать поддержку всякий раз, когда нас попросят.",Amazon Translate,Amir
Либералы неэффективны в Конгрессе.,Amazon Translate,Amir
"Свобода — это право делать то, что позволяет закон.",Amazon Translate,Amir
Ничто в жизни не обходится без тяжелой работы.,Amazon Translate,Amir
Жизнь похожа на лук: вы очищаете его от кожуры по слою и иногда плачете.,Amazon Translate,Amir
"Жизнь измеряется не количеством дыханий, а моментами, от которых у нас захватывает дух.",Amazon Translate,Amir
"Смерть — неотъемлемая часть жизни, как бы она ни казалась.",Amazon Translate,Amir
Жизнь коротка.,Amazon Translate,Amir
"Мы должны жить вперёд, но понимать её можно только в обратном направлении.",Amazon Translate,Amir
"Жизнь — трудное занятие, и первые сто лет — самые трудные.",Amazon Translate,Amir
"Поднятие тяжестей может привести к разрыву мышц, заставляя их заживать и становиться сильнее.",Amazon Translate,Amir
"Как и корь, любовь наиболее опасна в позднем возрасте.",Amazon Translate,Amir
Слушать музыку — одно удовольствие.,Amazon Translate,Amir
"Живите так, как будто завтра вам суждено умереть. Учитесь так, как будто вы будете жить вечно.",Amazon Translate,Amir
"Живите просто, чтобы другие могли просто жить.",Amazon Translate,Amir
"Живите так, как будто каждый ваш поступок станет универсальным законом.",Amazon Translate,Amir
Лиззи Флетчер станет эффективным лидером.,Amazon Translate,Amir
Местные органы власти должны усилить гражданский надзор за правоохранительными органами.,Amazon Translate,Amir
Слесари запирают двери.,Amazon Translate,Amir
"Слесари открывают двери, когда им звонят.",Amazon Translate,Amir
Логика — эффективный способ решения проблем.,Amazon Translate,Amir
"Одинокие люди, разговаривающие друг с другом, могут заставить друг друга чувствовать себя одинокими.",Amazon Translate,Amir
Длительные и частые встречи снижают производительность и эффективность компании.,Amazon Translate,Amir
Долгосрочные цели защищают вас от разочарования из-за краткосрочных неудач.,Amazon Translate,Amir
Любовь и скандал — лучшие подсластители чая.,Amazon Translate,Amir
Любовь к соотечественникам из Нью-Йорка может привести к упразднению полиции в Нью-Йорке.,Amazon Translate,Amir
"Любовь — это реальность, которая рождается в сказочном регионе романтики.",Amazon Translate,Amir
"Любовь слепа, но брак восстанавливает зрение.",Amazon Translate,Amir
Любовь часто является плодом брака.,Amazon Translate,Amir
Любовь делает жизнь значимой.,Amazon Translate,Amir
Любовь может превратиться в безразличие к обладанию.,Amazon Translate,Amir
Любите друг друга.,Amazon Translate,Amir
Любовь заставит вас захотеть обеспечить свою семью.,Amazon Translate,Amir
Любовь заставит вас захотеть простить кого-то.,Amazon Translate,Amir
Любовь заставит вас захотеть проявить привязанность к кому-то.,Amazon Translate,Amir
Любовь заставит тебя захотеть петь.,Amazon Translate,Amir
Влюбленные часто становятся биографами.,Amazon Translate,Amir
"Ложь требует больше усилий, чем говорить правду, потому что когда вы лжете, вы должны помнить выдуманные детали.",Amazon Translate,Amir
"Бюллетени, отправленные по почте, полезны для пожилых людей в нашем сообществе.",Amazon Translate,Amir
Голосование по почте помогает всем безопасно использовать свой голос.,Amazon Translate,Amir
Голосование по почте должно быть разрешено.,Amazon Translate,Amir
"Мэн нуждается в том, чтобы кто-то работал на них.",Amazon Translate,Amir
В результате своих атак основные средства массовой информации вышли из-под контроля.,Amazon Translate,Amir
"Не стройте маленьких планов, потому что в них нет силы вдохновлять.",Amazon Translate,Amir
"Убедитесь, что данные, с которыми вы имеете дело, соответствуют вашим ожиданиям.",Amazon Translate,Amir
"Сделайте своих клиентов еще более привлекательными. Обновите своего пользователя, а не продукт. Помогите людям улучшить то, в чем они хотят преуспеть.",Amazon Translate,Amir
"Усложнять простое — обычное дело. Делать сложное простым, невероятно простым — вот творческий подход.",Amazon Translate,Amir
"У мужчины два уха и один рот. Ему следует больше слушать, чем говорить.",Amazon Translate,Amir
"Человек делает святым то, во что верит, так же как он делает прекрасным то, что любит.",Amazon Translate,Amir
Тишина может быть формой общения.,Amazon Translate,Amir
Обязательное ношение масок для лица не нарушает наши права по Первой поправке.,Amazon Translate,Amir
Непредумышленное убийство — это жестокое преступление.,Amazon Translate,Amir
"Ручной труд, требующий слабого знания задачи, не должен требовать лицензии.",Amazon Translate,Amir
Многие демократические законодатели непригодны для участия в Конгрессе.,Amazon Translate,Amir
"Многие из моих друзей стали моими врагами. Многие враги становятся друзьями, и только те, кому было все равно, остались неизменными.",Amazon Translate,Amir
Многие мировые религии вдохновлялись друг другом.,Amazon Translate,Amir
"Многие были бы трусами, если бы у них хватило смелости.",Amazon Translate,Amir
"Картографирование земного шара в том виде, в каком мы его видим, неточно на плоской поверхности.",Amazon Translate,Amir
Брак похож на жизнь; это поле битвы.,Amazon Translate,Amir
Марта стала бы отличным законодателем для народа.,Amazon Translate,Amir
"Марта переживает трудные выборы, отстаивая консервативные ценности.",Amazon Translate,Amir
"Мэри обеспечивает справедливость, отстаивая свои права.",Amazon Translate,Amir
"Мэри недобра, если она затмит усилия Джона.",Amazon Translate,Amir
"Мэри будет неуважительно относиться к ней, если Джон будет уважать её.",Amazon Translate,Amir
"Мэри почувствует сытость, если съест много еды.",Amazon Translate,Amir
"Мэри будет вести себя незрело и не будет откладывать деньги на будущее, если выйдет замуж за Джона.",Amazon Translate,Amir
"Мэри будет счастлива, если поможет Джону.",Amazon Translate,Amir
"Мэри будет благодарна, если Джон пригласит её семью на ужин.",Amazon Translate,Amir
Мэри отговаривала Джона стать учителем.,Amazon Translate,Amir
"Мэри будет одиноко, если Джон изолирует её от других.",Amazon Translate,Amir
"Мэри испугается, если Джон подойдёт к ней.",Amazon Translate,Amir
"Мэри была бы благодарна, если бы Джон погладил её одежду.",Amazon Translate,Amir
"Мэри сделала бы Джону комплимент, если бы он захотел подраться с ней.",Amazon Translate,Amir
"Мэри позаботится о том, чтобы и она, и Джон благополучно добрались до места назначения, если она подвезет Джона.",Amazon Translate,Amir
"Мэри не станет предлагать Джону оплачивать медицинские счета, если она сломает ему ногу.",Amazon Translate,Amir
"Мэри не стала бы принимать такие меры предосторожности, как ношение маски или дистанцирование, и рискует заразиться вирусом, если узнает, что её друг Джон болен гриппом.",Amazon Translate,Amir
"Мэри отвела Джона за помощью в бассейн, если сломает ему ногу.",Amazon Translate,Amir
"Мэри использовала зубную щетку, если бы чистила зубы Джону.",Amazon Translate,Amir
"Мэри не сочтет грубым, если Джон оттолкнет её в сторону.",Amazon Translate,Amir
"Мэри не остановится и создаст серьёзную неприятную ситуацию, если Джон её убьёт.",Amazon Translate,Amir
Правила маскировки должны быть адаптированы к индивидуальным потребностям.,Amazon Translate,Amir
Маски защищают от COVID-19.,Amazon Translate,Amir
Математика помогает вам в повседневной жизни.,Amazon Translate,Amir
"Математика — это сложение и вычитание, а между ними множество миллионов деталей, если присмотреться.",Amazon Translate,Amir
Математика подчиняется строгим правилам.,Amazon Translate,Amir
Математика используется в программировании.,Amazon Translate,Amir
Математика не для всех логична.,Amazon Translate,Amir
Математические задачи требуют решения логики.,Amazon Translate,Amir
Математика и логика должны идти рука об руку; часто это не так.,Amazon Translate,Amir
"Математика — это константа, а это значит, что решение математической задачи никогда не изменится.",Amazon Translate,Amir
Математика — это не зрелищный спорт.,Amazon Translate,Amir
"Математика — это основа, на которой построены все современные технологии.",Amazon Translate,Amir
"Математика — это язык, на котором Бог написал вселенную.",Amazon Translate,Amir
Математика — единственный общий язык народов этой планеты.,Amazon Translate,Amir
Материя не создается и не разрушается в ходе обычной химической реакции.,Amazon Translate,Amir
"Зрелость приходит благодаря мудрости, а не только по прошествии многих лет.",Amazon Translate,Amir
"Пусть ваша благотворительность увеличится так же, как и ваше богатство.",Amazon Translate,Amir
Макдональд поддержит местное сообщество.,Amazon Translate,Amir
Макмат поддерживает республиканские ценности и свободу.,Amazon Translate,Amir
"Медийные компании не должны быть единственными, кто может контролировать то, что известно общественности.",Amazon Translate,Amir
Право на участие в программе Medicaid должно быть распространено на максимально возможное количество жителей.,Amazon Translate,Amir
"Память — это то, что делает нас молодыми или старыми.",Amazon Translate,Amir
"Мужчины рождаются равными, но они также рождаются разными.",Amazon Translate,Amir
"Мужчины настолько хороши, насколько это позволяет их техническое развитие.",Amazon Translate,Amir
"Иногда похвала оскорбляет мужчин, потому что она ставит их заслуги на предел; немногие люди достаточно скромны, чтобы не обижаться на то, что их ценят.",Amazon Translate,Amir
"Мужчины, которые женятся на женах, намного превосходящих самих себя, не являются истинными мужьями своих жен, поскольку они не подозревают, что стали рабами своего положения.",Amazon Translate,Amir
