Email,Extracted_Statements,Prompt_Tokens,Completion_Tokens,Cost_of_Prompt,Cost_of_Completion,Total_Cost
"Hi, A few weeks ago, I asked if you would consider donating to some of our local Orange County organizations that are doing their part to help fight the effects of the coronavirus. You answered with unmistakable force, allowing us to collectively donate almost $15,000 to our local charities. With your donations, we can put food on the table for our recently unemployed Orange Countians. We can support our valiant health care workers who are risking their lives to protect ours. We can help our small businesses who are facing bankruptcy due to closures. As we face another week of sheltering-in-place and as we anticipate more coronavirus cases, I'm asking if you will once again consider donating to these charities? If we step up and help each other now, we will get through this health crisis quicker and find ourselves more connected once it's over. Can you donate today to help our local organizations? Stay safe, \-- Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Health care workers risk their lives to protect others during health crises."", ""Small businesses can face bankruptcy due to prolonged closures."", ""Donations can provide food for unemployed individuals."", ""Supporting each other during crises can help communities recover more quickly.""]",564,55,0.005639999999999999,0.00165,0.00729
"We looked through every person who has ever donated to Harley's campaign, and we found that 1,708 teachers, 1,640 professors, and 1,351 physicians have given to Harley. That's just another reminder that while our opponent courts corporate special interests and dark money groups, Harley's appealing to everyday Orange Countians. Our end of the month fundraising deadline is tomorrow. Will you help us meet our ambitious fundraising goal to show our opponent our grassroots strength? Look, we have a big challenge ahead of us in November. That's why meeting these monthly goals is so important. Will you help us do that by donating now? Thank you! \-- Team Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Teachers, professors, and physicians can donate to political campaigns."", ""People who work in education and healthcare may support political candidates."", ""Political campaigns often have fundraising goals."", ""Meeting monthly fundraising goals can be important for political campaigns."", ""Political campaigns can receive support from grassroots individuals."", ""Political campaigns can communicate with supporters through email."", ""Email recipients can unsubscribe from a mailing list if they choose to."", ""Political campaigns can be funded by donations from individuals.""]",515,92,0.00515,0.00276,0.00791
"Hey there! It's Nicole, Harley's finance director. With only 19 days until the election, you can bet that I'm keeping my eye on how many small dollar donations we're bringing in and how many big checks our opponent is raking in. So, when I got the FEC notification just minutes ago that Michelle Steel's Q3 numbers were in and saw that she's given herself 1.7 million dollars over the course of this campaign, you can imagine just how motivated I became to show her that we can still beat her with our small dollar donors. But, that's why I've got to ask you: can you pitch in just a few dollars to our campaign right now? Yeah -- you read that right. She's given herself 1.7 million dollars. So, I really mean it when I say that we need every single one of you to pitch in something to help us meet a massive haul like that. Can you help us get there by donating today? Thanks for being part of our grassroots team! \-- Nicole LeClerc, Finance Director Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 30-year incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Elections require funding to run campaigns."", ""Candidates can donate money to their own campaigns."", ""Small dollar donations are contributions made by individuals, typically in smaller amounts."", ""Incumbents are individuals currently holding office who may run for re-election."", ""Climate change is a topic that can be addressed by political figures."", ""Infrastructure can deteriorate over time."", ""Homelessness is a social issue that can be confronted through political action."", ""Social Security and Medicare are programs intended to support individuals, often in retirement or with specific needs."", ""Emails are used for communication and can be used to solicit donations for political campaigns.""]",598,136,0.00598,0.00408,0.01006
"[[URL REDACTED]] guy ⬇️ Yep, that's right: Dana Rohrabacher. The same Russian-aligned, climate denying, right-wing extremist who Harley defeated in 2018. That's because Michelle Steel and Dana Rohrabacher aren't so different. Michelle Steel is ready to back Trump at every move, even when that means threatening our environment and our communities. We need a grassroots surge now to help Harley defend his seat against these right-wing extremists. Can you donate now? Thank you! \-- Team Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],487,1,0.00487,3e-05,0.0049
"One quarter of new mothers in the US are expected to return back to work within two weeks of giving birth. Two weeks! That means that families have to figure out how to care for their two-week-olds while also managing full-time work schedules in order to make ends meet. Harley thinks that is plain wrong, which is why he's signing on to make sure our families have longer paid leave after giving birth. Will you join him? It's policies like these that make it so family members have to take unpaid leave to care for their children, which leave them struggling to provide for their newborns. Will you join Harley in urging Congress to pass the FAMILY Act to give families more paid time to care for their children? Thank you! \-- Team Rouda Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],532,1,0.00532,3e-05,0.00535
"The OC Register just released a story called, ""Coronavirus: For 23 Americans stranded overseas, getting home took an act of a congressman."" Can you guess who that Congressman was? That's right, Harley was able to get 23 Orange Countians traveling across the world back home in the midst of this global health crisis. Will you read the story to learn more about how Harley did it? Harley always fights for Orange Countians, and he will always go the distance to make sure all his constituents are safe. That's why I'm so proud to stand behind Harley and why I'm fighting so hard to make sure he's elected. Will you donate now to help me keep Harley where he belongs: in the House fighting for all of us? Thank you! \-- Nicole LeClerc, Finance Director Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""People often travel across the world."", ""Elected officials sometimes assist constituents in times of crisis."", ""Congress members can have an impact on local and global issues."", ""Elections determine who holds political office."", ""Political campaigns often seek donations from the public."", ""Climate change, infrastructure, homelessness, Social Security, and Medicare are common issues addressed by politicians."", ""Email is a common method for communication and campaigning.""]",544,92,0.00544,0.00276,0.0082
"Hey -- we've got some exciting news: we've just released our newest TV ad! In our ad, you'll get to hear Harley's confession -- and the thing is, he's actually pretty darn proud of it. Will you take a look and then donate so we can keep it on air until Election Day? With just weeks until Election Day, we're still in one of the tightest races across the entire country. That means we need to reach as many voters as we can with Harley's message before polls close. Can you chip in today to help us keep these ads running until Harley secures the race? Thank you!!! \-- Team Rouda Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Election Day is a specific day when voters can cast their votes in an election."", ""Political campaigns often use TV ads to communicate their message to voters."", ""Donations to political campaigns are used to fund activities such as keeping TV ads on air."", ""Incumbents can be defeated by new challengers in political campaigns."", ""Members of Congress are elected to address issues such as climate change, infrastructure, homelessness, and the protection of Social Security and Medicare."", ""Email is a method used by political campaigns to communicate with supporters and inform them about critical issues.""]",513,121,0.00513,0.0036299999999999995,0.00876
"Coronavirus is hitting us all hard, and small businesses are being affected by necessary social distancing. Right now, I'm working to make sure that our small businesses and their employees are protected in this time of uncertainty. Last week, I helped pass an emergency supplemental bill that allows Orange County businesses to access $7 billion in low-interest loans. I want to ensure that all business owners can actually use that money to protect their businesses and their employees. If you are a small business owner, check out more information on the program >> Please utilize programs like the Small Business Administration Disaster Loans. I will continue updating our community of resources at their disposal and fight to protect our small business owners and their employees. And, if you have any questions, please reach out to the Small Business Association (SBA) customer service center or to our team. Stay safe, \-- Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Small businesses are being affected by necessary social distancing."", ""Social distancing is a response to the coronavirus pandemic."", ""Low-interest loans can help businesses protect themselves and their employees."", ""The Small Business Administration offers disaster loans."", ""Congress members serve districts and can be involved in passing bills."", ""Elections determine who serves in Congress."", ""Email is a way for politicians to communicate with supporters.""]",553,87,0.00553,0.00261,0.00814
"Hey there -- our race is all about grassroots donors like you. That's why we want to give you any piece of merchandise you choose with a donation of $20 or more! I'll be frank here: with only 16 days until Election Day, we need your help right now. This race could go either way, so donating $20 and showing you're with Harley could go a really long way. Will you donate to our campaign today and get some Team Harley gear? Thanks! \-- Nicole LeClerc, Finance Director \---------- Forwarded message --------- There's no sugarcoating it -- we're in one of the toughest races in the entire country, and we're going to have to keep pushing every single day to secure our victory on Election Day. But, that's why we're so grateful to have you on our team! Grassroots donors just like you are the very reason we are where we are and how we'll win this race come November 3rd. So when you donate $20 or more, we'll send you any piece of merchandise you choose!!! Can you donate $20 today? When you buy Team Rouda merch, you're not just supporting our campaign. You're also showing the rest of Orange County that you're voting for Harley. With less than a month until voting closes, that really matters. Can you donate to our campaign today? Thank you!!! \-- Team Rouda Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 30-year incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Election Day is a specific day when elections are held."", ""Campaigns often request donations from supporters."", ""Merchandise is sometimes offered as an incentive for campaign donations."", ""Grassroots donors are individuals who donate to a campaign, often in small amounts."", ""Voting is a way for citizens to choose their political representatives."", ""Political campaigns use email to communicate with and solicit support from potential voters."", ""Climate change, infrastructure, homelessness, Social Security, and Medicare are common issues addressed by politicians."", ""Elections can be competitive and require support from voters to win."", ""Congressional representatives serve the interests of their district."", ""Email recipients can unsubscribe from mailing lists if they choose to.""]",668,153,0.00668,0.0045899999999999995,0.011269999999999999
"Great news, folks. Our strong performance today shows that Orange Countians still want someone who will transcend partisanship and bring common-sense solutions to our community's problems. We had an incredible first term in office. I am proud to have been the most legislatively productive Freshman Member of Congress and to have reached across the aisle to make huge legislative victories. And, with the strongest-ever performance by a Democrat in this district tonight, I feel inspired to continue fighting to deliver bipartisan solutions for coastal Orange County. But, we now have to turn our attention to November. Will you donate now to help us continue this momentum into the general election? We know that this unprecedented success is going to put a target on our backs: our opponent is ready to write and accept huge checks, and the NRCC is already looking to dump truckloads of money into this race. But, I am so encouraged by this outpouring of support and know that we can harness our grassroots support to defeat any amount of special interest money. Can you help launch us into our November election by donating now? Thank you! \-- Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],604,1,0.00604,3e-05,0.00607
"Nicole from our team emailed you yesterday telling you that the NRCC just put Harley's opponent on their Young Guns list. That's a signal to everyone, including the gun lobby, to flood our race with dark money. Harley, on the other hand, is not a Young Gun and is not taking a cent from the gun lobby (or any other corporate special interest group). Rather, he was just awarded the 2020 Moms Demand Action Gun Sense Candidate distinction AND was just endorsed by Brady United Against Gun Violence and by Giffords: Courage to Fight Gun Violence. That's because Harley's working to protect our community and our children from gun violence, while his opponent is actively wooing gun lobbyists. The differences between Harley's views and that of his opponent could not be more disparate. It's critical we keep value-driven leaders like Harley in Congress. Will you donate now to help us do that? Let's elect him! \-- Alyssa Napuri, Campaign Director Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Harley Rouda serves California's 48th district in Congress."", ""In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life."", ""During his time in Congress, he's worked on issues like climate change, infrastructure, homelessness, and protecting Social Security and Medicare."", ""Email is a way for politicians to keep supporters informed about issues and to build a campaign.""]",575,96,0.00575,0.0028799999999999997,0.008629999999999999
"Tuesday is our FEC deadline. Can you help us reach our goal by donating today? Thank you! \-- Rouda HQ Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],405,1,0.004050000000000001,3e-05,0.00408
"In just two weeks, Harley's facing his FIRST election since taking office. This is a major benchmark on Harley's path back to office, but we need your help to show just how much backing Harley has. Will you help us make sure that Harley's opponents know how much of a challenge they're up against by turning in your ballot and donating to Harley today? The NRCC wants to do everything they can to flip this seat. We CAN'T let them do that. Will you donate now to make sure they know that this seat is firmly in Harley's hands? Thank you! \-- Team Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Elections are a method for citizens to choose their representatives."", ""Political campaigns often ask for donations to support their efforts."", ""Voting is a way for citizens to express their political preferences."", ""Incumbents can be challenged and defeated by new candidates in elections."", ""Climate change, infrastructure, homelessness, Social Security, and Medicare are common issues addressed by politicians."", ""Emails can be used for communication between political campaigns and supporters."", ""People can unsubscribe from email lists if they no longer wish to receive communications.""]",500,113,0.005,0.00339,0.00839
"This weekend marks 100 days until Election Day!!! To celebrate, we'll be having a Day of Action on Saturday, calling voters to share Harley's message, and a special fundraising push to show Michelle Steel and her Big Money allies that we're ready for November. Can you help us get ready for November by signing up for our very special Day of Action or by helping us meet our fundraising deadline before the end of the weekend? It's go-time. Especially after hearing that Michelle Steel raised over $1 million last quarter, we know that we have an uphill battle ahead of us. In these next 100 days, we need to reach every voter we can and raise every dollar we can. But, we need your help to do that. Can you donate before the end of the weekend or sign up to join our Day of Action to help us meet our ambitious goals before Sunday night? Thank you!!! \-- Harley's Virtual ""Field"" Team Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.",[],569,1,0.00569,3e-05,0.005719999999999999
"Harley and Alyssa emailed you yesterday about Michelle Steel attending an in-person fundraiser without masks. We just learned this wasn't a one-off. Just a week ago, she took a mask-less photo at a major indoor event for the right-wing leader Charlie Kirk. Check out her individual picture when he was off the main stage ⬇️ Let us be the first to tell you: jeopardizing lives for photo ops and big checks is not good leadership. Frankly, it's wrong, dangerous, and just plain selfish. We can't let someone like that take CA-48. But, the thing is: if we don't finish strong in this final week, that might just happen. Can you help us widen the gap by donating right now? Thank you!!! \-- Rouda HQ Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 30-year incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""Jeopardizing lives for photo ops and big checks is not good leadership."", ""It's wrong and dangerous to attend large indoor events without masks during a pandemic."", ""Protecting Social Security and Medicare is a common goal for many politicians."", ""Climate change is an issue that needs to be tackled."", ""Addressing deteriorating infrastructure is important."", ""Confronting homelessness is a necessary action.""]",540,87,0.0054,0.00261,0.00801
"My opponent, Michelle Steel, just announced she'll be calling on Newt Gingrich to help her fundraise. I'm actually glad to hear that. Newt Gingrich was the reason why I left the Republican Party in 1997. So, for her to choose Newt to headline a fundraiser only serves as further validation of how different our priorities are. While Newt and Michelle attempt to restrict rights for LGBTQ folks and take away a woman's right to choose, I am fighting to expand people's rights and promote equality for all Americans. Will you help send a message to Newt and Michelle by donating to our campaign today? As Speaker of the House, Newt Gingrich changed Republican politics for the worse. Under his leadership, the GOP shifted from a party focused on small government to one which insisted on government influence over social issues. I knew that I couldn't be a part of the Republican Party when its policies became intertwined with disallowing LGBTQ folks from marrying, restricting women's right to choose, ignoring climate science, and vilifying immigration. People like Michelle Steel and Newt Gingrich will continue to make politics about taking away rights and exacerbating partisanship. I think we should be doing the opposite. If you agree, will you donate to my campaign today? Thank you for showing your values! \-- Harley Harley Rouda serves California's 48th district in Congress. In 2018, Harley defeated the 15-term incumbent Dana Rohrabacher in the very first political campaign of Harley's life. During his time in Congress, he's embraced common sense and values to tackle climate change, address deteriorating infrastructure, confront homelessness, and protect Social Security and Medicare. In 2020, Harley will be facing one of the toughest re-election fights in the entire country, so he's depending on the support of grassroots individuals. If you want to support Harley's re-election, you can donate here. If you'd like to no longer receive emails from his campaign, you can unsubscribe. Paid for by Harley Rouda for Congress This email was sent by Congressman Harley Rouda. 120 Newport Center Drive Office 28, Newport Beach, CA 92660. Your grassroots support makes all the difference as we take on the powerful and fight for a clean energy economy, civil liberties for all, and work to make Southern California the economic hallmark of our country. Chip in now so Harley can keep fighting for meaningful change in Washington! Email is an important way for Harley Rouda to keep supporters like you informed about critical issues and to build a winning grassroots campaign. Too much email? Switch to our less email option here. If you no longer want to hear from Harley Rouda, click here to get off all our lists instantly.","[""People have different priorities."", ""Political parties can change their focus over time."", ""Elections can be competitive."", ""Campaigns often ask for donations."", ""Climate change is a topic of concern for some politicians."", ""Infrastructure can deteriorate over time."", ""Homelessness is an issue that needs to be addressed."", ""Social Security and Medicare are programs intended to support individuals.""]",644,85,0.00644,0.00255,0.008990000000000001
