Pair ID,File 1,Statement 1,File 2,Statement 2,Cosine Similarity
79,embeddings/email_statements_embedding.csv,Giving blood can help save lives.,embeddings/email_statements_embedding.csv,Giving blood can save lives.,0.9764362300919616
100,embeddings/email_statements_embedding.csv,Working families need support.,embeddings/email_statements_embedding.csv,Working families require support.,0.976414742075
192,embeddings/email_statements_embedding.csv,Email is a common way for political campaigns to communicate with supporters.,embeddings/email_statements_embedding.csv,Email is a commonly used method for political campaigns to communicate with supporters.,0.9764000697725335
280,embeddings/email_statements_embedding.csv,Campaigns may use email to communicate with and update supporters.,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with and update their supporters.,0.9762453635730377
299,embeddings/email_statements_embedding.csv,Drinking polluted water can cause health issues.,embeddings/email_statements_embedding.csv,Drinking polluted water can lead to health issues.,0.9761649852242344
219,embeddings/email_statements_embedding.csv,Political campaigns often involve fundraising.,embeddings/email_statements_embedding.csv,Political campaigns often involve fundraising efforts.,0.9761539793627312
381,embeddings/email_statements_embedding.csv,Political campaigns often ask for donations.,embeddings/email_statements_embedding.csv,Political campaigns often request donations.,0.9760964785185512
2,embeddings/email_statements_embedding.csv,Climate change is a significant issue that needs to be tackled,embeddings/email_statements_embedding.csv,Climate change is a significant issue that needs to be tackled.,0.9760653601653214
34,embeddings/email_statements_embedding.csv,Email is a communication tool used for keeping people informed.,embeddings/email_statements_embedding.csv,Email is a tool used for communication and to keep people informed.,0.9760510628535878
30,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to support individuals in retirement or with specific needs.,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with specific health needs.",0.9760466501271712
378,embeddings/email_statements_embedding.csv,Election Day is a specific day when votes are cast in an election.,embeddings/email_statements_embedding.csv,Election Day is a specific day when voters can cast their votes in an election.,0.9760180501253619
244,embeddings/email_statements_embedding.csv,Congress members are elected to represent districts.,embeddings/email_statements_embedding.csv,Congress members are elected to represent their districts.,0.9759239109222015
270,embeddings/email_statements_embedding.csv,Elections require funding to run campaigns.,embeddings/email_statements_embedding.csv,Elections require funding for campaigns.,0.9758890788786417
50,embeddings/email_statements_embedding.csv,Campaigns have budgets that they use to fund their operations.,embeddings/email_statements_embedding.csv,Campaigns have budgets that they use to operate.,0.9758514155386523
370,embeddings/email_statements_embedding.csv,Email is a common communication tool for political campaigns to reach supporters.,embeddings/email_statements_embedding.csv,Email is a common communication tool for political campaigns to engage with supporters.,0.9757343938991295
101,embeddings/email_statements_embedding.csv,Universal background checks are a proposed measure to address gun violence.,embeddings/email_statements_embedding.csv,Universal background checks are a proposed measure to reduce gun violence.,0.9757173383668274
259,embeddings/email_statements_embedding.csv,Workers are the backbone of our economy,embeddings/email_statements_embedding.csv,Workers are the backbone of our economy.,0.9755930430252433
316,embeddings/email_statements_embedding.csv,People need to donate to political campaigns for them to succeed.,embeddings/email_statements_embedding.csv,People need to donate to political campaigns to help them succeed.,0.9755738104594903
107,embeddings/email_statements_embedding.csv,Political campaigns can be supported through donations.,embeddings/email_statements_embedding.csv,Political campaigns can be supported by donations.,0.9755698169945932
172,embeddings/email_statements_embedding.csv,"Climate change, deteriorating infrastructure, homelessness, and protecting Social Security and Medicare are common issues tackled by politicians.",embeddings/email_statements_embedding.csv,"Climate change, infrastructure, homelessness, and protecting Social Security and Medicare are common issues addressed by politicians.",0.9755528284797751
17,embeddings/observable_gpt4o_embedding.csv,"Rome wasn't built in a day, emphasizing that great achievements take time and effort.",embeddings/observable_gpt4o_embedding.csv,"Rome wasn't built in a day, emphasizing that great achievements take time and persistence.",0.9754968678595615
347,embeddings/email_statements_embedding.csv,Campaigns often request donations to meet fundraising goals.,embeddings/email_statements_embedding.csv,Campaigns frequently request donations to meet their fundraising goals.,0.975485654284713
1,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with and inform supporters.,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with supporters.,0.9754365528226424
216,embeddings/email_statements_embedding.csv,Political campaigns often rely on donations for funding.,embeddings/email_statements_embedding.csv,Political campaigns often rely on donations.,0.9754185781713971
251,embeddings/email_statements_embedding.csv,People donate to political campaigns.,embeddings/email_statements_embedding.csv,People donate money to political campaigns.,0.9753252188537753
344,embeddings/email_statements_embedding.csv,Loans meant for small business owners during the pandemic are intended to save jobs.,embeddings/email_statements_embedding.csv,Loans meant for small business owners impacted by the pandemic are intended to save jobs.,0.9751215358131623
166,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and inform them about critical issues.,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about critical issues.,0.9751011491699404
186,embeddings/email_statements_embedding.csv,Politicians often ask for donations to support their campaigns.,embeddings/email_statements_embedding.csv,Politicians often request donations to support their campaigns.,0.9749420639638564
281,embeddings/email_statements_embedding.csv,Election Day is a specific day when voters can cast their votes in an election.,embeddings/email_statements_embedding.csv,Election Day is a specific date when voters cast their votes.,0.9749282320339796
136,embeddings/email_statements_embedding.csv,Matching contributions can double the impact of donations.,embeddings/email_statements_embedding.csv,Matching contributions can double the impact of individual donations.,0.97485362103801
36,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in political races.,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in political elections.,0.9747877578168634
412,embeddings/email_statements_embedding.csv,Grassroots support is important for political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support can be important for political campaigns.,0.9747489640059657
226,embeddings/email_statements_embedding.csv,We win when everyone does what they can to help.,embeddings/email_statements_embedding.csv,We win when everyone does what they can to help,0.9747156030337925
222,embeddings/observable_gpt4o_embedding.csv,"Two heads are better than one, suggesting collaboration produces better outcomes.",embeddings/observable_gpt4o_embedding.csv,"Two heads are better than one, suggesting that collaboration often yields better results.",0.9746897392516065
335,embeddings/email_statements_embedding.csv,Indoor gatherings without proper safety measures during a pandemic can be dangerous.,embeddings/email_statements_embedding.csv,Indoor gatherings without proper precautions during a pandemic can be dangerous.,0.9746637797713924
372,embeddings/email_statements_embedding.csv,Infrastructure can deteriorate over time.,embeddings/email_statements_embedding.csv,Infrastructure can deteriorate over time,0.974553833512521
245,embeddings/email_statements_embedding.csv,Climate change is a topic that some politicians aim to address.,embeddings/email_statements_embedding.csv,Climate change is a subject that some politicians aim to address.,0.9745379972123972
21,embeddings/email_statements_embedding.csv,Election Day is a specific day when voters can cast their votes in an election.,embeddings/email_statements_embedding.csv,Election Day is a specific date when votes are cast in an election.,0.9745343282691785
56,embeddings/email_statements_embedding.csv,Small businesses have been affected by the coronavirus.,embeddings/email_statements_embedding.csv,Small businesses have been affected by the effects of the coronavirus.,0.9745226066899128
305,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues and to build a grassroots campaign.,embeddings/email_statements_embedding.csv,Email is an important way for politicians to keep supporters informed about critical issues and to build a winning grassroots campaign.,0.9744879117573298
349,embeddings/email_statements_embedding.csv,People need resources to contact voters.,embeddings/email_statements_embedding.csv,People need resources to contact potential voters.,0.9743537317896619
260,embeddings/email_statements_embedding.csv,Voting is a way for citizens to participate in their nation's democratic process.,embeddings/email_statements_embedding.csv,Voting is a way for citizens to participate in the democratic process.,0.9742951198529453
203,embeddings/email_statements_embedding.csv,Meeting fundraising goals can inform the plans able to be executed in the coming months.,embeddings/email_statements_embedding.csv,Meeting fundraising goals informs the plans able to be executed in the coming months.,0.9741835773558094
297,embeddings/email_statements_embedding.csv,Political campaigns often solicit donations for support.,embeddings/email_statements_embedding.csv,Political campaigns often seek donations for support.,0.9741142462735746
191,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with supporters.,embeddings/email_statements_embedding.csv,Political campaigns can use email to communicate with supporters.,0.9740703441586034
279,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with supporters.,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with and inform supporters.,0.9740220167244427
236,embeddings/email_statements_embedding.csv,Grassroots support is considered valuable in political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support is considered important for political campaigns.,0.9739306946781962
102,embeddings/email_statements_embedding.csv,Yard signs are used to show support for political campaigns.,embeddings/email_statements_embedding.csv,Yard signs are used to show support for political candidates.,0.9738156611192677
295,embeddings/email_statements_embedding.csv,Political campaigns have deadlines for fundraising.,embeddings/email_statements_embedding.csv,Political campaigns have fundraising deadlines.,0.973741286519306
175,embeddings/email_statements_embedding.csv,Campaigns often set fundraising goals to support their activities.,embeddings/email_statements_embedding.csv,Campaigns often set fundraising goals to finance their activities.,0.9736361033787695
4,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in political campaigns.,embeddings/email_statements_embedding.csv,Incumbents can be defeated by newcomers in political elections.,0.9736054603136735
293,embeddings/email_statements_embedding.csv,Emails are a method of communication used by political campaigns to reach supporters.,embeddings/email_statements_embedding.csv,Emails are a method of communication between political campaigns and supporters.,0.9735402585156099
48,embeddings/email_statements_embedding.csv,Caring for each other is not a partisan issue.,embeddings/email_statements_embedding.csv,Caring for each other is not a partisan issue,0.9735115089794764
212,embeddings/email_statements_embedding.csv,Election Day is a specific date when voters cast their votes.,embeddings/email_statements_embedding.csv,Election Day is a specific date when votes are cast in an election.,0.9735051314027088
391,embeddings/email_statements_embedding.csv,Political campaigns often rely on donations from individuals to fund their activities.,embeddings/email_statements_embedding.csv,Political campaigns often rely on donations from individuals.,0.9734016814003362
200,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about campaign issues and updates.,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and inform them about campaign issues.,0.9733882727113647
71,embeddings/email_statements_embedding.csv,Early voting allows people to cast their votes before the official election day.,embeddings/email_statements_embedding.csv,Early voting allows people to vote before the official Election Day.,0.9733026431064358
78,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, typically in retirement or with specific healthcare needs.",embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to support individuals in retirement or with specific needs.,0.9732383763277512
174,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with supporters.,embeddings/email_statements_embedding.csv,Campaigns use email to communicate with and inform their supporters.,0.9732027676633346
196,embeddings/email_statements_embedding.csv,Re-election campaigns for politicians can be challenging and competitive.,embeddings/email_statements_embedding.csv,Re-election campaigns for politicians can be tough and competitive.,0.9731753830114783
7,embeddings/email_statements_embedding.csv,Political campaigns can be funded by individual donations.,embeddings/email_statements_embedding.csv,Political campaigns can be funded by individual donations,0.9731382454050115
215,embeddings/email_statements_embedding.csv,Grassroots support can be important for political campaigns.,embeddings/email_statements_embedding.csv,Grassroots support is important for some political campaigns.,0.9730717118731264
118,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and solicit donations.,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and ask for donations.,0.9730715039021779
327,embeddings/email_statements_embedding.csv,Unemployment benefits provide financial assistance to individuals who have lost their jobs.,embeddings/email_statements_embedding.csv,Unemployment benefits provide financial assistance to those who have lost their jobs.,0.9729877487524943
307,embeddings/email_statements_embedding.csv,Email is a method of communication used to inform supporters about issues and campaigns.,embeddings/email_statements_embedding.csv,Email is a communication tool used to inform supporters about issues and campaigns.,0.9729844747231917
361,embeddings/email_statements_embedding.csv,Homelessness is an issue that can be confronted through political action.,embeddings/email_statements_embedding.csv,Homelessness is an issue that can be confronted by political actions.,0.9729598970907971
399,embeddings/email_statements_embedding.csv,Political campaigns use television and digital ads to reach voters.,embeddings/email_statements_embedding.csv,Political campaigns can use television and digital ads to reach voters.,0.972896266650248
292,embeddings/email_statements_embedding.csv,Email is used to communicate with supporters and inform them about critical issues.,embeddings/email_statements_embedding.csv,Email is used to communicate with supporters and inform them about issues.,0.9727029983487808
221,embeddings/email_statements_embedding.csv,Uninsured and underinsured individuals may face challenges accessing healthcare services.,embeddings/email_statements_embedding.csv,Uninsured and underinsured individuals may face challenges accessing health care.,0.9726796640032571
331,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about campaign issues and updates.,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues and campaign needs.,0.9726472761256924
25,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with and solicit support from potential donors.,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with and solicit donations from supporters.,0.9726436801482544
153,embeddings/email_statements_embedding.csv,Unemployment benefits provide financial assistance to individuals who have lost their jobs.,embeddings/email_statements_embedding.csv,Unemployment benefits provide financial assistance to people who have lost their jobs.,0.9726164496161701
195,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with supporters.,embeddings/email_statements_embedding.csv,Political campaigns use email to communicate with and inform their supporters.,0.9725036234137323
129,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific health care needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with healthcare needs.",0.972496671990222
19,embeddings/email_statements_embedding.csv,Political campaigns often have deadlines for fundraising.,embeddings/email_statements_embedding.csv,Political campaigns have deadlines for fundraising.,0.9724803782570736
60,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs intended to support individuals.,embeddings/email_statements_embedding.csv,Social Security and Medicare are programs designed to support individuals.,0.9724555630887984
105,embeddings/email_statements_embedding.csv,People donate money to support political campaigns.,embeddings/email_statements_embedding.csv,People donate money to political campaigns.,0.9723503976022205
38,embeddings/email_statements_embedding.csv,Merchandise is often offered as an incentive for donations to a campaign.,embeddings/email_statements_embedding.csv,Merchandise is sometimes offered as an incentive for campaign donations.,0.9723385301991289
23,embeddings/email_statements_embedding.csv,Political campaigns often rely on donations to fund their activities.,embeddings/email_statements_embedding.csv,Political campaigns rely on donations to fund their activities.,0.972314174041544
312,embeddings/email_statements_embedding.csv,Political campaigns can communicate with supporters through email.,embeddings/email_statements_embedding.csv,Political campaigns communicate with supporters through email.,0.9722862955222455
388,embeddings/email_statements_embedding.csv,Email is a way to keep supporters informed about issues and campaigns.,embeddings/email_statements_embedding.csv,Email is a way to keep supporters informed about issues.,0.9722657426710571
408,embeddings/email_statements_embedding.csv,Email is a common way for politicians to communicate with supporters.,embeddings/email_statements_embedding.csv,Email is a common tool for politicians to communicate with supporters.,0.9721216062187682
26,embeddings/email_statements_embedding.csv,Email is a communication tool for political campaigns to inform and engage supporters.,embeddings/email_statements_embedding.csv,Email is used as a communication tool for political campaigns to inform and engage supporters.,0.9720976512272698
351,embeddings/email_statements_embedding.csv,Emails are used to communicate with supporters and inform them about issues.,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and inform them about issues.,0.9720836058972527
306,embeddings/email_statements_embedding.csv,Voters can choose to unsubscribe from political campaign emails.,embeddings/email_statements_embedding.csv,Voters can unsubscribe from political campaign emails if they choose to.,0.9720158906126255
202,embeddings/email_statements_embedding.csv,Early voting allows voters to cast their ballots before the official election day.,embeddings/email_statements_embedding.csv,Early voting allows people to vote before the official election day.,0.9720125642743573
150,embeddings/email_statements_embedding.csv,"Handling responses to public health crises, like the coronavirus, is a responsibility of elected officials.",embeddings/email_statements_embedding.csv,"Handling responses to health crises, like the coronavirus, is a responsibility of elected officials.",0.9719773415963091
70,embeddings/email_statements_embedding.csv,Political campaigns can ask for donations through emails.,embeddings/email_statements_embedding.csv,Political campaigns can solicit donations through emails.,0.9719678332326952
199,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to support their political efforts.,embeddings/email_statements_embedding.csv,Campaigns often request donations to support their political efforts.,0.9719139273886701
169,embeddings/email_statements_embedding.csv,Email is a common way for campaigns to communicate with supporters.,embeddings/email_statements_embedding.csv,Email is a commonly used method for campaigns to communicate with supporters.,0.9718161866422027
282,embeddings/email_statements_embedding.csv,People hope their loved ones are staying safe and healthy.,embeddings/email_statements_embedding.csv,People hope their loved ones are staying safe and healthy during trying times.,0.9718073621720977
104,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and request donations.,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and solicit donations.,0.9717976611158523
91,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to meet fundraising goals.,embeddings/email_statements_embedding.csv,Campaigns often request donations to meet fundraising goals.,0.9717785882787513
313,embeddings/email_statements_embedding.csv,Campaigns may use email to communicate with and solicit support from potential supporters.,embeddings/email_statements_embedding.csv,Campaigns may use email to communicate with and solicit support from potential donors.,0.97167794557059
138,embeddings/observable_gpt4o_embedding.csv,"Don't count your chickens before they hatch, advising to wait for actual outcomes before making plans.",embeddings/observable_gpt4o_embedding.csv,"Don't count your chickens before they hatch, advising to wait for certain outcomes before making plans.",0.9715078880508888
242,embeddings/email_statements_embedding.csv,"Teachers, professors, and physicians can donate to political campaigns.",embeddings/email_statements_embedding.csv,"Teachers, professors, and physicians can be donors to political campaigns.",0.9713418329818572
230,embeddings/email_statements_embedding.csv,Climate change is a topic tackled by politicians.,embeddings/email_statements_embedding.csv,Climate change is a topic that is addressed by politicians.,0.9713049588401226
14,embeddings/email_statements_embedding.csv,Email is a common method for politicians to communicate with supporters.,embeddings/email_statements_embedding.csv,Email is a common tool for politicians to communicate with supporters.,0.9713004491013328
115,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and inform them about critical issues.,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and inform them about issues.,0.9712820864818146
95,embeddings/email_statements_embedding.csv,Accessible and affordable healthcare is a concern for many individuals.,embeddings/email_statements_embedding.csv,Accessible and affordable healthcare is a concern for many people.,0.9712259434046748
410,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues and to build a grassroots campaign.,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about issues and to build a campaign.,0.971213343046236
20,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues.,embeddings/email_statements_embedding.csv,Emails can be used to communicate with supporters and inform them about issues.,0.9712019510856758
140,embeddings/email_statements_embedding.csv,Email is the best way for us to keep you informed about what’s happening with the campaign.,embeddings/email_statements_embedding.csv,Email is the best way for us to keep you informed about what’s happening with the campaign,0.9711853858994928
9,embeddings/email_statements_embedding.csv,Voters have the option to unsubscribe from political campaign emails.,embeddings/email_statements_embedding.csv,Voters can choose to unsubscribe from political campaign emails.,0.9711486729369874
123,embeddings/email_statements_embedding.csv,Campaigns often ask for donations to support their causes.,embeddings/email_statements_embedding.csv,Campaigns frequently ask for donations to support their cause.,0.9710804078457232
371,embeddings/email_statements_embedding.csv,Homelessness is a problem that societies confront,embeddings/email_statements_embedding.csv,Homelessness is a problem that societies confront.,0.9709911208847851
411,embeddings/email_statements_embedding.csv,Political campaigns can be funded by individual donations instead of corporate PAC money.,embeddings/email_statements_embedding.csv,Political campaigns can be funded by individual contributions instead of corporate PAC money.,0.9708896387563903
67,embeddings/email_statements_embedding.csv,Blood shortages put vulnerable lives at risk.,embeddings/email_statements_embedding.csv,Blood shortages can put vulnerable lives at risk.,0.9708803816770321
117,embeddings/email_statements_embedding.csv,Wash your hands often with soap and water for at least 20 seconds.,embeddings/email_statements_embedding.csv,Wash your hands often with soap for at least 20 seconds.,0.9708641203823438
87,embeddings/observable_gpt4o_embedding.csv,"Creativity is intelligence having fun, illustrating the joy in artistic endeavors.",embeddings/observable_gpt4o_embedding.csv,"Creativity is intelligence having fun, illustrating the joyful exploration in artistic endeavors.",0.9707035457536448
183,embeddings/email_statements_embedding.csv,Grassroots campaigns rely on contributions from individual supporters.,embeddings/email_statements_embedding.csv,Grassroots campaigns rely on individual contributions.,0.970701722425829
300,embeddings/email_statements_embedding.csv,Wearing masks can help protect against the spread of viruses among humans.,embeddings/email_statements_embedding.csv,Wearing masks can help prevent the spread of viruses among humans.,0.9706872635259172
137,embeddings/email_statements_embedding.csv,Campaigns have financial goals to meet.,embeddings/email_statements_embedding.csv,Campaigns often have financial goals to meet.,0.9706021234493651
43,embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs designed to support individuals, typically in retirement or with specific needs.",embeddings/email_statements_embedding.csv,"Social Security and Medicare are programs intended to support individuals, often in retirement or with healthcare needs.",0.9704753019992928
204,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues.,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues and campaigns.,0.9704633352164882
249,embeddings/email_statements_embedding.csv,Voters have the option to unsubscribe from political campaign emails if they choose to.,embeddings/email_statements_embedding.csv,Voters can unsubscribe from political campaign emails if they choose to.,0.9704272324645744
135,embeddings/email_statements_embedding.csv,Protecting the environment is a concern for some individuals.,embeddings/email_statements_embedding.csv,Protecting the environment is a concern for some people.,0.9703871401460858
267,embeddings/email_statements_embedding.csv,Members of Congress serve specific districts in the United States.,embeddings/email_statements_embedding.csv,Members of Congress serve specific districts.,0.9703197991868735
276,embeddings/email_statements_embedding.csv,Email is a common way for campaigns to communicate with supporters.,embeddings/email_statements_embedding.csv,Email is a common method of communication for campaigns to reach supporters.,0.9702851935585227
291,embeddings/email_statements_embedding.csv,Every dollar contributed to a campaign can impact its outcome.,embeddings/email_statements_embedding.csv,Every dollar contributed to a campaign can impact its success.,0.9702561778793278
227,embeddings/email_statements_embedding.csv,Homelessness is a societal issue that requires addressing.,embeddings/email_statements_embedding.csv,Homelessness is a societal issue that needs to be addressed.,0.9702161861078906
373,embeddings/email_statements_embedding.csv,Emails can be used to inform supporters about issues and campaigns.,embeddings/email_statements_embedding.csv,Emails are used to inform supporters about issues and campaigns.,0.9700623640066337
144,embeddings/email_statements_embedding.csv,Election Day is a specific day when voting takes place.,embeddings/email_statements_embedding.csv,Election Day is a specific date when voting occurs.,0.9700201983433556
330,embeddings/email_statements_embedding.csv,Email is a way for politicians to communicate with supporters and inform them about critical issues.,embeddings/email_statements_embedding.csv,Email is a way for politicians to keep supporters informed about critical issues.,0.9700001740658057
